,name,party,state,district,context,le,eg
1208,Walter R. Tucker III,democrat,California,37,candidate,"[{'year': 1992, 'le': 0.062673459}, {'year': 1994, 'le': 0.0}]","[{'year': 1992, 'eg': -0.3572487360703036}, {'year': 1994, 'eg': -0.2737154984264027}]"
1209,Steve Horn,republican,California,38,candidate,"[{'year': 1992, 'le': 0.078341823}]","[{'year': 1992, 'eg': 0.4475546822592317}]"
1210,Edward R. Royce,republican,California,39,candidate,"[{'year': 1992, 'le': 0.031336729}, {'year': 1994, 'le': 0.7693387270000001}, {'year': 1996, 'le': 0.87800765}, {'year': 1998, 'le': 0.138790041}, {'year': 2000, 'le': 1.818431735}, {'year': 2002, 'le': 0.43003630600000003}, {'year': 2004, 'le': 0.6153305379999999}, {'year': 2006, 'le': 0.24259346699999998}, {'year': 2008, 'le': 0.72008882}, {'year': 2010, 'le': 2.00058341}, {'year': 2012, 'le': 6.752827168}, {'year': 2014, 'le': 5.49642849}, {'year': 2016, 'le': 5.414412498}]","[{'year': 1992, 'eg': 0.30933060032571463}, {'year': 1994, 'eg': 0.12659129662937096}, {'year': 1996, 'eg': 0.19125799573560767}, {'year': 1998, 'eg': 0.21344032418872416}, {'year': 2000, 'eg': 0.1843075635811718}, {'year': 2002, 'eg': 0.11830183984426458}, {'year': 2004, 'eg': 0.14136382253187973}, {'year': 2006, 'eg': 0.13925995941542346}, {'year': 2008, 'eg': 0.24902350072293317}, {'year': 2010, 'eg': 0.16423080148723826}, {'year': 2012, 'eg': 0.34424150781649976}, {'year': 2014, 'eg': 0.12910865077875774}, {'year': 2016, 'eg': 0.3553952083080287}]"
1211,Jay Kim,republican,California,41,candidate,"[{'year': 1992, 'le': 0.10967855300000001}, {'year': 1994, 'le': 0.1721766}, {'year': 1996, 'le': 0.0904039}]","[{'year': 1992, 'eg': 0.24819237575146777}, {'year': 1994, 'eg': 0.25741431630884726}, {'year': 1996, 'eg': 0.2449405695562759}]"
1212,Ken Calvert,republican,California,43,candidate,"[{'year': 1992, 'le': 0.018802038}, {'year': 1994, 'le': 1.0727328059999999}, {'year': 1996, 'le': 2.221152067}, {'year': 1998, 'le': 3.6297566889999997}, {'year': 2000, 'le': 2.98781395}, {'year': 2002, 'le': 2.3147044180000003}, {'year': 2004, 'le': 1.352384597}, {'year': 2006, 'le': 0.889545858}, {'year': 2008, 'le': 0.73489984}, {'year': 2010, 'le': 0.511912525}, {'year': 2012, 'le': 1.881499171}, {'year': 2014, 'le': 0.990709662}, {'year': 2016, 'le': 1.242236495}]","[{'year': 1992, 'eg': 0.49728282250746175}, {'year': 1994, 'eg': 0.3370512870337984}, {'year': 1996, 'eg': 0.33210988516099976}, {'year': 1998, 'eg': 0.32130662570184676}, {'year': 2000, 'eg': -0.23660761196225544}, {'year': 2002, 'eg': 0.17903837692901556}, {'year': 2004, 'eg': 0.23360784993092665}, {'year': 2006, 'eg': 0.2704264780733478}, {'year': 2008, 'eg': 0.47618062696245866}, {'year': 2010, 'eg': 0.3877350387548767}, {'year': 2012, 'eg': 0.28812451441518144}, {'year': 2014, 'eg': 0.18525443160772556}, {'year': 2016, 'eg': 0.3235615727119684}, {'year': 2018, 'eg': 0.3700179362916717}]"
1213,Lynn Schenk,democrat,California,49,candidate,"[{'year': 1992, 'le': 1.809319225}]","[{'year': 1992, 'eg': 0.4151901582174224}]"
1214,Bob Filner,democrat,California,50,candidate,"[{'year': 1992, 'le': 0.609445274}, {'year': 1994, 'le': 0.24869954600000002}, {'year': 1996, 'le': 0.7176371220000001}, {'year': 1998, 'le': 0.35468563399999997}, {'year': 2000, 'le': 0.44984623799999995}, {'year': 2002, 'le': 0.631553888}, {'year': 2004, 'le': 0.46126471700000005}, {'year': 2006, 'le': 3.289556026}, {'year': 2008, 'le': 7.138870195}, {'year': 2010, 'le': 2.103597403}]","[{'year': 1992, 'eg': 0.22361775943085505}, {'year': 1994, 'eg': 0.28690486448191016}, {'year': 1996, 'eg': 0.20552644921412877}, {'year': 1998, 'eg': -0.4999870724203015}, {'year': 2000, 'eg': 0.09372490535734772}, {'year': 2002, 'eg': 0.3140815472773794}, {'year': 2004, 'eg': 0.23510468324128284}, {'year': 2006, 'eg': 0.12722399191981976}, {'year': 2008, 'eg': 0.014608119710535999}, {'year': 2010, 'eg': 0.29895216654159373}]"
1215,Patrick Schroeder,democrat,Colorado,1,candidate,"[{'year': 1992, 'le': 3.619170458}]","[{'year': 1992, 'eg': 0.12323375715836524}]"
1216,Scott McInnis,republican,Colorado,3,candidate,"[{'year': 1992, 'le': 0.462477685}, {'year': 1994, 'le': 1.011127591}, {'year': 1996, 'le': 3.4931492810000004}, {'year': 1998, 'le': 1.34023869}, {'year': 2000, 'le': 1.773685455}, {'year': 2002, 'le': 2.051370144}]","[{'year': 1992, 'eg': 0.39001542196637706}, {'year': 1994, 'eg': 0.10756638185371087}, {'year': 1996, 'eg': 0.12259640643059788}, {'year': 1998, 'eg': 0.1534123801515299}, {'year': 2000, 'eg': 0.13217425794936208}, {'year': 2002, 'eg': 0.1546712421778944}]"
1217,Edward W. Munster,republican,Connecticut,2,candidate,"[{'year': 1992, 'le': 5.235903246}]","[{'year': 1992, 'eg': 0.3507748025396878}]"
1218,Corrine Brown,democrat,Florida,3,candidate,"[{'year': 1992, 'le': 0.134626453}, {'year': 1994, 'le': 0.196075365}, {'year': 1996, 'le': 0.0}, {'year': 1998, 'le': 0.11821235699999999}, {'year': 2000, 'le': 0.146891415}, {'year': 2002, 'le': 0.281597227}, {'year': 2004, 'le': 0.212218989}, {'year': 2006, 'le': 0.392218083}, {'year': 2008, 'le': 0.451830274}, {'year': 2010, 'le': 0.246807948}, {'year': 2012, 'le': 0.015231518999999999}, {'year': 2014, 'le': 0.967903197}]","[{'year': 1992, 'eg': 0.31422830567184207}, {'year': 1994, 'eg': 0.3469962622560084}, {'year': 1996, 'eg': 0.2760932362538292}, {'year': 1998, 'eg': 0.3910537573553279}, {'year': 2000, 'eg': 0.3482624089484248}, {'year': 2002, 'eg': 0.3142655130585137}, {'year': 2004, 'eg': -0.4923976205241278}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': 0.2085115867492565}, {'year': 2012, 'eg': 0.055007746523352885}, {'year': 2014, 'eg': 0.19050630329239934}]"
1219,Tillie Fowler,republican,Florida,4,candidate,"[{'year': 1992, 'le': 0.641795536}]","[{'year': 1992, 'eg': 0.36490639785193196}]"
1220,Karen L. Thurman,democrat,Florida,5,candidate,"[{'year': 1992, 'le': 0.205715806}, {'year': 1994, 'le': 0.329822302}, {'year': 1996, 'le': 0.239498734}, {'year': 1998, 'le': 0.411422193}, {'year': 2000, 'le': 0.156069964}]","[{'year': 1992, 'eg': 0.44179071064583814}, {'year': 1994, 'eg': 0.35586364029123785}, {'year': 1996, 'eg': 0.26638159179781007}, {'year': 1998, 'eg': -0.1628304008998152}, {'year': 2000, 'eg': 0.21456318291648552}]"
1221,John L. Mica,republican,Florida,7,candidate,"[{'year': 1992, 'le': 0.047005094000000004}, {'year': 1994, 'le': 2.73682332}, {'year': 1996, 'le': 2.007427454}, {'year': 1998, 'le': 0.280109793}, {'year': 2000, 'le': 0.612336278}, {'year': 2002, 'le': 1.218840957}, {'year': 2004, 'le': 0.114939994}, {'year': 2006, 'le': 0.625496089}, {'year': 2008, 'le': 0.209100034}, {'year': 2010, 'le': 14.36959076}, {'year': 2012, 'le': 0.030463037999999998}, {'year': 2014, 'le': 1.039507627}]","[{'year': 1992, 'eg': 0.37052008088851823}, {'year': 1994, 'eg': 0.03216074522672699}, {'year': 1996, 'eg': 0.2588757843641091}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': 0.23578503843879361}, {'year': 2002, 'eg': 0.3084504444844944}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.23836199629067611}, {'year': 2008, 'eg': 0.25993537880539097}, {'year': 2010, 'eg': 0.11938170882401107}, {'year': 2012, 'eg': 0.32583462548653525}, {'year': 2014, 'eg': 0.18541670335088306}]"
1222,Charles T. Canady,republican,Florida,12,candidate,"[{'year': 1992, 'le': 0.062673459}, {'year': 1994, 'le': 3.5720121860000003}, {'year': 1996, 'le': 1.561872005}, {'year': 1998, 'le': 2.119138241}]","[{'year': 1992, 'eg': 0.4578022091998133}, {'year': 1994, 'eg': 0.20046525864707682}, {'year': 1996, 'eg': 0.2686052527160128}, {'year': 1998, 'eg': 0.0}]"
1223,Dan miller,republican,Florida,13,candidate,"[{'year': 1992, 'le': 0.062673459}]","[{'year': 1992, 'eg': 0.343024525938656}]"
1224,Carrie P. Meek,democrat,Florida,17,candidate,"[{'year': 1992, 'le': 0.314380826}, {'year': 1994, 'le': 0.191694185}, {'year': 1996, 'le': 0.583650053}, {'year': 1998, 'le': 0.6146091220000001}, {'year': 2000, 'le': 1.1526359320000001}]","[{'year': 1992, 'eg': -0.4998443564626115}, {'year': 1994, 'eg': -0.499841619702509}, {'year': 1996, 'eg': -0.27507064607285253}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': -0.4999602851526043}]"
1225,Peter Deutsch,democrat,Florida,20,candidate,"[{'year': 1992, 'le': 0.142028815}, {'year': 1994, 'le': 0.191694185}, {'year': 1996, 'le': 0.490646005}, {'year': 1998, 'le': 0.34973773399999997}, {'year': 2000, 'le': 0.12485597300000001}, {'year': 2002, 'le': 0.149422273}]","[{'year': 1992, 'eg': 0.3345068498333256}, {'year': 1994, 'eg': 0.27506038002009103}, {'year': 1996, 'eg': 0.20013018654630194}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': -0.4988021815586931}, {'year': 2002, 'eg': 0.0}]"
1226,Lincoln Diaz-Balart,republican,Florida,21,candidate,"[{'year': 1992, 'le': 0.09401018800000001}, {'year': 1994, 'le': 0.09565366800000001}, {'year': 1996, 'le': 0.457084596}, {'year': 1998, 'le': 0.07710557400000001}, {'year': 2000, 'le': 0.046820991}, {'year': 2002, 'le': 0.03320495}, {'year': 2004, 'le': 0.147626544}, {'year': 2006, 'le': 0.017547071}, {'year': 2008, 'le': 0.37909961799999997}]","[{'year': 1992, 'eg': 0.0}, {'year': 1994, 'eg': -0.49996701593130516}, {'year': 1996, 'eg': -0.49996015078941286}, {'year': 1998, 'eg': 0.004973486600946653}, {'year': 2000, 'eg': -0.4998035393148056}, {'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': -0.2280054461521643}, {'year': 2006, 'eg': 0.3106868733638452}, {'year': 2008, 'eg': 0.34198867520105314}]"
1227,Alcee L. Hastings,democrat,Florida,23,candidate,"[{'year': 1992, 'le': 0.11382575800000001}, {'year': 1996, 'le': 1.022392988}, {'year': 1998, 'le': 0.20490391600000002}, {'year': 2000, 'le': 0.315261334}, {'year': 2002, 'le': 0.428021431}, {'year': 2004, 'le': 0.252307305}, {'year': 2006, 'le': 0.566909969}, {'year': 2008, 'le': 0.601647375}, {'year': 2010, 'le': 0.605859637}, {'year': 2012, 'le': 0.198009744}, {'year': 2014, 'le': 0.178518295}, {'year': 2016, 'le': 0.22169071399999998}]","[{'year': 1992, 'eg': 0.2259804772987807}, {'year': 1996, 'eg': 0.030854345059638074}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': -0.02689341083612269}, {'year': 2002, 'eg': -0.049791696826392576}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': -0.14383802649472674}, {'year': 2010, 'eg': -0.07744935761015212}, {'year': 2012, 'eg': -0.3789978918067012}, {'year': 2014, 'eg': -0.13206660485438126}, {'year': 2016, 'eg': -0.10623648940769563}, {'year': 2018, 'eg': -0.499181556423303}]"
1228,Jack Kingston,republican,Georgia,1,candidate,"[{'year': 1992, 'le': 0.031336729}, {'year': 1994, 'le': 0.0}, {'year': 1996, 'le': 0.13434384800000002}, {'year': 1998, 'le': 0.14163076900000002}, {'year': 2000, 'le': 0.88360852}, {'year': 2002, 'le': 3.214885712}, {'year': 2004, 'le': 0.706566045}, {'year': 2006, 'le': 0.24502922600000002}, {'year': 2008, 'le': 1.054431111}, {'year': 2010, 'le': 2.416144133}, {'year': 2012, 'le': 0.350324929}]","[{'year': 1992, 'eg': 0.34353510626460443}, {'year': 1994, 'eg': -0.031016941845928354}, {'year': 1996, 'eg': 0.13580929175196876}, {'year': 1998, 'eg': -0.4999891574233701}, {'year': 2000, 'eg': 0.11720571248556128}, {'year': 2002, 'eg': 0.057134605079095534}, {'year': 2004, 'eg': -0.49999469065076696}, {'year': 2006, 'eg': 0.130005265853465}, {'year': 2008, 'eg': 0.16933911941411922}, {'year': 2010, 'eg': 0.06742955918372333}, {'year': 2012, 'eg': 0.2404399390976841}]"
1229,"Sanford D. Bishop, Jr.",democrat,Georgia,2,candidate,"[{'year': 1992, 'le': 0.031336729}, {'year': 1994, 'le': 0.0}, {'year': 1998, 'le': 0.09869513699999999}, {'year': 2000, 'le': 0.843804896}, {'year': 2004, 'le': 0.070085362}, {'year': 2006, 'le': 0.335664064}, {'year': 2010, 'le': 0.483902991}, {'year': 2012, 'le': 0.045694556}, {'year': 2016, 'le': 0.201350108}]","[{'year': 1992, 'eg': 0.22606428960912875}, {'year': 1994, 'eg': 0.1766316172973192}, {'year': 1998, 'eg': 0.36414635212519486}, {'year': 2000, 'eg': 0.4303438713255685}, {'year': 2004, 'eg': 0.1642946323518078}, {'year': 2006, 'eg': 0.14254491728482954}, {'year': 2010, 'eg': 0.4711878615637987}, {'year': 2012, 'eg': 0.22433091263947078}, {'year': 2016, 'eg': 0.2754071533683156}]"
1230,"Michael A. """"Mac"""" Collins",republican,Georgia,3,candidate,"[{'year': 1992, 'le': 0.062673459}]","[{'year': 1992, 'eg': 0.4048124082196777}]"
1231,John Linder,republican,Georgia,4,candidate,"[{'year': 1992, 'le': 0.0}, {'year': 1994, 'le': 0.02295688}, {'year': 1996, 'le': 0.15533150699999998}, {'year': 1998, 'le': 0.03084223}, {'year': 2000, 'le': 0.24695529}, {'year': 2002, 'le': 0.39192012}, {'year': 2004, 'le': 0.41608204299999996}, {'year': 2006, 'le': 0.19392265399999997}, {'year': 2008, 'le': 0.055946657999999996}]","[{'year': 1992, 'eg': 0.489313422341539}, {'year': 1994, 'eg': 0.3426000295574732}, {'year': 1996, 'eg': 0.21388378072067066}, {'year': 1998, 'eg': 0.11358567587246803}, {'year': 2000, 'eg': -0.4999949912848356}, {'year': 2002, 'eg': -0.07842051771225464}, {'year': 2004, 'eg': -0.49999613872778803}, {'year': 2006, 'eg': 0.08174283324462019}, {'year': 2008, 'eg': 0.25943445141372334}]"
1232,Nathan Deal,democrat,Georgia,9,candidate,"[{'year': 1992, 'le': 0.30941014699999997}, {'year': 1994, 'le': 0.43249619}, {'year': 1996, 'le': 0.07232312099999999}, {'year': 1998, 'le': 1.200877905}, {'year': 2000, 'le': 0.12485597300000001}, {'year': 2002, 'le': 0.09961485099999999}, {'year': 2004, 'le': 2.02943326}, {'year': 2006, 'le': 0.482775271}, {'year': 2008, 'le': 0.13986664599999998}]","[{'year': 1992, 'eg': 0.31615455921400626}, {'year': 1994, 'eg': 0.3421803339843321}, {'year': 1996, 'eg': -0.18906594656616912}, {'year': 1998, 'eg': 0.49999185090414217}, {'year': 2000, 'eg': 0.00428898169021603}, {'year': 2002, 'eg': 0.49999226257718077}, {'year': 2004, 'eg': 0.4999954366238318}, {'year': 2006, 'eg': 0.03264254875688551}, {'year': 2008, 'eg': 0.010207270076033746}]"
1233,Don Johnson,democrat,Georgia,10,candidate,"[{'year': 1992, 'le': 0.079355356}]","[{'year': 1992, 'eg': 0.42373625828225425}]"
1234,Cynthia A. McKinney,democrat,Georgia,11,candidate,"[{'year': 1992, 'le': 0.031336729}, {'year': 1994, 'le': 0.114784405}, {'year': 1996, 'le': 0.130181611}, {'year': 1998, 'le': 0.10794780400000001}, {'year': 2000, 'le': 0.355429679}]","[{'year': 1992, 'eg': 0.038041362530413625}, {'year': 1994, 'eg': 0.1881009780645871}, {'year': 1996, 'eg': 0.34477746182009794}, {'year': 1998, 'eg': 0.2786335056927148}, {'year': 2000, 'eg': 0.28551353891131837}]"
1235,Michael D. Crapo,republican,Idaho,2,candidate,"[{'year': 1992, 'le': 0.278750703}, {'year': 1994, 'le': 1.071745992}, {'year': 1996, 'le': 0.925466001}]","[{'year': 1992, 'eg': 0.24633518440404076}, {'year': 1994, 'eg': 0.0005664938468848059}, {'year': 1996, 'eg': 0.10732481853713009}]"
1236,Bobby L. Rush,democrat,Illinois,1,candidate,"[{'year': 1992, 'le': 0.09401018800000001}, {'year': 1994, 'le': 0.019130735}, {'year': 1996, 'le': 0.60950923}, {'year': 1998, 'le': 0.9540500040000001}, {'year': 2000, 'le': 0.109248981}, {'year': 2002, 'le': 0.745499253}, {'year': 2004, 'le': 0.7274886209999999}, {'year': 2006, 'le': 2.063172579}, {'year': 2008, 'le': 1.7208000330000002}, {'year': 2010, 'le': 0.15031534400000002}, {'year': 2012, 'le': 0.198009744}, {'year': 2014, 'le': 0.5582708120000001}, {'year': 2016, 'le': 0.665916443}]","[{'year': 1992, 'eg': -0.15610123817324928}, {'year': 1994, 'eg': -0.014672215039862099}, {'year': 1996, 'eg': -0.2303569933977638}, {'year': 1998, 'eg': -0.26540590141370113}, {'year': 2000, 'eg': -0.2561956510658253}, {'year': 2002, 'eg': -0.1495350002177985}, {'year': 2004, 'eg': -0.19721423170326746}, {'year': 2006, 'eg': -0.18119041203483405}, {'year': 2008, 'eg': -0.21730343371518476}, {'year': 2010, 'eg': -0.1449296584339375}, {'year': 2012, 'eg': 0.023556619416289535}, {'year': 2014, 'eg': 0.03824256701063432}, {'year': 2016, 'eg': 0.01808384674319798}, {'year': 2018, 'eg': -0.03744498516780736}]"
1237,Mel Reynolds,democrat,Illinois,2,candidate,"[{'year': 1992, 'le': 0.363412985}, {'year': 1994, 'le': 0.0}]","[{'year': 1992, 'eg': -0.14420346868265316}, {'year': 1994, 'eg': -0.4806165562568463}]"
1238,Luis V. Gutierrez,democrat,Illinois,4,candidate,"[{'year': 1992, 'le': 0.203688741}, {'year': 1994, 'le': 0.1721766}, {'year': 1996, 'le': 0.29290863899999997}, {'year': 1998, 'le': 0.34836688600000004}, {'year': 2000, 'le': 0.393661052}, {'year': 2002, 'le': 0.437982917}, {'year': 2004, 'le': 0.072888777}, {'year': 2006, 'le': 1.532135606}, {'year': 2008, 'le': 0.137069313}, {'year': 2010, 'le': 0.002684203}, {'year': 2012, 'le': 0.036555644}]","[{'year': 1992, 'eg': -0.051403872871035795}, {'year': 1994, 'eg': -0.004357351117124954}, {'year': 1996, 'eg': -0.43572173149722937}, {'year': 1998, 'eg': -0.15877991440110917}, {'year': 2000, 'eg': -0.38632469320444124}, {'year': 2002, 'eg': -0.14558115319536638}, {'year': 2004, 'eg': -0.2129820523884867}, {'year': 2006, 'eg': -0.21679231845976277}, {'year': 2008, 'eg': -0.19125968797902668}, {'year': 2010, 'eg': -0.1303917253521127}, {'year': 2012, 'eg': -0.1600626756132055}]"
1239,Thomas W. Ewing,republican,Illinois,15,candidate,"[{'year': 1992, 'le': 0.21331186300000002}, {'year': 1994, 'le': 1.984593749}, {'year': 1996, 'le': 0.9263143540000001}, {'year': 1998, 'le': 1.42539978}]","[{'year': 1992, 'eg': 0.3122761764042974}, {'year': 1994, 'eg': 0.1370022099655045}, {'year': 1996, 'eg': 0.3533616948702886}, {'year': 1998, 'eg': 0.2684706660602803}]"
1240,Donald A. Manzullo,republican,Illinois,16,candidate,"[{'year': 1992, 'le': 0.125346917}, {'year': 1994, 'le': 1.252916455}, {'year': 1996, 'le': 0.35185927200000006}, {'year': 1998, 'le': 1.191733718}, {'year': 2000, 'le': 1.8597750659999999}, {'year': 2002, 'le': 2.314974308}, {'year': 2004, 'le': 1.076822824}, {'year': 2006, 'le': 0.062668107}, {'year': 2008, 'le': 0.055946657999999996}, {'year': 2010, 'le': 0.337018341}]","[{'year': 1992, 'eg': 0.3873499177551252}, {'year': 1994, 'eg': 0.08727873040355719}, {'year': 1996, 'eg': 0.29418237615081105}, {'year': 1998, 'eg': -0.49999304037971687}, {'year': 2000, 'eg': 0.1652047714462276}, {'year': 2002, 'eg': 0.08771785814528643}, {'year': 2004, 'eg': 0.11834107489368031}, {'year': 2006, 'eg': 0.18583696637349173}, {'year': 2008, 'eg': 0.25212990839792454}, {'year': 2010, 'eg': 0.16036538651350576}]"
1241,Tim Roemer,democrat,Indiana,3,candidate,"[{'year': 1992, 'le': 0.10967855300000001}, {'year': 1994, 'le': 0.15919603400000001}, {'year': 1996, 'le': 0.14565925300000002}, {'year': 1998, 'le': 0.247839555}, {'year': 2000, 'le': 0.894521892}]","[{'year': 1992, 'eg': 0.35109638422949935}, {'year': 1994, 'eg': 0.39634253092293054}, {'year': 1996, 'eg': 0.32977213752838147}, {'year': 1998, 'eg': -0.08094545055126111}, {'year': 2000, 'eg': 0.4586443607037419}]"
1242,Steven E. Buyer,republican,Indiana,5,candidate,"[{'year': 1992, 'le': 0.015668365}]","[{'year': 1992, 'eg': 0.4795069512167464}]"
1243,James A. Leach,republican,Iowa,1,candidate,"[{'year': 1992, 'le': 0.15668364699999998}, {'year': 1994, 'le': 2.277718067}, {'year': 1996, 'le': 6.289940357000001}, {'year': 1998, 'le': 6.998794079}, {'year': 2000, 'le': 1.13965106}, {'year': 2002, 'le': 1.4743431809999998}, {'year': 2004, 'le': 1.2555637640000001}]","[{'year': 1992, 'eg': 0.13093119639966477}, {'year': 1994, 'eg': 0.27659557072075264}, {'year': 1996, 'eg': 0.4278565471226022}, {'year': 1998, 'eg': 0.3571314715633767}, {'year': 2000, 'eg': 0.24273193752575004}, {'year': 2002, 'eg': 0.4355025558596522}, {'year': 2004, 'eg': 0.3023282568752272}]"
1244,Thomas J. Barlow III,democrat,Kentucky,1,candidate,"[{'year': 1992, 'le': 0.09401018800000001}]","[{'year': 1992, 'eg': 0.2862626661774253}]"
1245,Scotty Baesler,democrat,Kentucky,6,candidate,"[{'year': 1992, 'le': 0.015668365}, {'year': 1994, 'le': 0.057392202}, {'year': 1996, 'le': 0.126565456}]","[{'year': 1992, 'eg': 0.28609979861266505}, {'year': 1994, 'eg': 0.32326620045837284}, {'year': 1996, 'eg': 0.38610263890730673}]"
1246,Cleo Fields,democrat,Louisiana,4,candidate,"[{'year': 1992, 'le': 0.110692085}, {'year': 1994, 'le': 0.09565366800000001}]","[{'year': 1992, 'eg': -0.49999486734657217}, {'year': 1994, 'eg': 0.0}]"
1247,Albert Russell Wynn,democrat,Maryland,4,candidate,"[{'year': 1992, 'le': 0.10967855300000001}, {'year': 1994, 'le': 0.26099985800000003}, {'year': 1996, 'le': 0.32719242600000004}, {'year': 1998, 'le': 0.144958481}, {'year': 2000, 'le': 0.296123087}, {'year': 2002, 'le': 0.202550203}, {'year': 2004, 'le': 0.156991212}, {'year': 2006, 'le': 0.0}]","[{'year': 1992, 'eg': -0.0038502098117186986}, {'year': 1994, 'eg': -0.0006000950486117264}, {'year': 1996, 'eg': -0.20382028130508292}, {'year': 1998, 'eg': -0.2143378668100387}, {'year': 2000, 'eg': -0.24582384110643585}, {'year': 2002, 'eg': -0.08030096743817812}, {'year': 2004, 'eg': -0.050065556349791866}, {'year': 2006, 'eg': -0.12025093375326174}]"
1248,Roscoe G. Bartlett,republican,Maryland,6,candidate,"[{'year': 1992, 'le': 0.125346917}, {'year': 1994, 'le': 0.176002756}, {'year': 1996, 'le': 0.206666961}, {'year': 1998, 'le': 1.3483624459999999}, {'year': 2000, 'le': 0.280925959}, {'year': 2002, 'le': 0.149422273}, {'year': 2004, 'le': 0.8087876409999999}, {'year': 2006, 'le': 0.27573967}, {'year': 2008, 'le': 0.17155804}, {'year': 2010, 'le': 0.107368104}]","[{'year': 1992, 'eg': 0.4165659999654857}, {'year': 1994, 'eg': 0.18103855654602083}, {'year': 1996, 'eg': 0.3633719438123428}, {'year': 1998, 'eg': 0.23168758993698207}, {'year': 2000, 'eg': 0.28605261738207843}, {'year': 2002, 'eg': 0.17659355416293643}, {'year': 2004, 'eg': 0.1204125587545989}, {'year': 2006, 'eg': 0.29466116523910746}, {'year': 2008, 'eg': 0.3102530745609391}, {'year': 2010, 'eg': 0.21772458699610633}]"
1249,John W. Olver,democrat,Massachusetts,1,candidate,"[{'year': 1992, 'le': 0.22138417100000002}, {'year': 1994, 'le': 0.09565366800000001}, {'year': 1996, 'le': 0.07232312099999999}, {'year': 1998, 'le': 0.03084223}, {'year': 2000, 'le': 1.006340027}, {'year': 2002, 'le': 0.049807425999999995}, {'year': 2004, 'le': 0.070085362}, {'year': 2006, 'le': 2.036309958}, {'year': 2008, 'le': 2.242178334}, {'year': 2010, 'le': 0.18790479}]","[{'year': 1992, 'eg': 0.4190447123454906}, {'year': 1994, 'eg': -0.4935636811505913}, {'year': 1996, 'eg': 0.44520849737465884}, {'year': 1998, 'eg': 0.06577987480585494}, {'year': 2000, 'eg': 0.13056691091399922}, {'year': 2002, 'eg': 0.1617644286952916}, {'year': 2004, 'eg': -0.2772960082382591}, {'year': 2006, 'eg': -0.21865849444373717}, {'year': 2008, 'eg': 0.061949117781000394}, {'year': 2010, 'eg': 0.2488236066065503}]"
1250,Peter Blute,republican,Massachusetts,3,candidate,"[{'year': 1992, 'le': 0.12848059}, {'year': 1994, 'le': 1.48743546}]","[{'year': 1992, 'eg': 0.4391220701178851}, {'year': 1994, 'eg': 0.395677600396161}]"
1251,Martin T. Meehan,democrat,Massachusetts,5,candidate,"[{'year': 1992, 'le': 0.372083606}, {'year': 1994, 'le': 0.268217117}, {'year': 1996, 'le': 0.424463063}, {'year': 1998, 'le': 0.703760445}, {'year': 2000, 'le': 0.12055896199999999}, {'year': 2002, 'le': 0.18262723100000003}, {'year': 2004, 'le': 1.094613943}, {'year': 2006, 'le': 0.292727947}]","[{'year': 1992, 'eg': 0.35330365912598805}, {'year': 1994, 'eg': 0.10307457176316469}, {'year': 1996, 'eg': -0.4907689980933039}, {'year': 1998, 'eg': 0.08557398879209899}, {'year': 2000, 'eg': -0.2434971932608461}, {'year': 2002, 'eg': 0.2513152853444973}, {'year': 2004, 'eg': 0.17386464985194963}, {'year': 2006, 'eg': -0.23383541174734357}]"
1252,Peter G. Torkildsen,republican,Massachusetts,6,candidate,"[{'year': 1992, 'le': 0.302859667}, {'year': 1994, 'le': 1.858363032}]","[{'year': 1992, 'eg': 0.4003968144616826}, {'year': 1994, 'eg': 0.4688027263159653}]"
1253,Bart Stupak,democrat,Michigan,1,candidate,"[{'year': 1992, 'le': 1.603637873}, {'year': 1994, 'le': 0.584672034}, {'year': 1996, 'le': 0.5724447970000001}, {'year': 1998, 'le': 0.980031312}, {'year': 2000, 'le': 1.1216000320000001}, {'year': 2002, 'le': 0.561163664}, {'year': 2004, 'le': 0.631944959}, {'year': 2006, 'le': 3.1437175269999997}, {'year': 2008, 'le': 1.593264119}]","[{'year': 1992, 'eg': 0.39650769305224126}, {'year': 1994, 'eg': 0.3512191581323256}, {'year': 1996, 'eg': 0.06568571328434408}, {'year': 1998, 'eg': 0.30839149488719364}, {'year': 2000, 'eg': 0.3198431353654382}, {'year': 2002, 'eg': 0.13425794949862363}, {'year': 2004, 'eg': 0.17191654735119657}, {'year': 2006, 'eg': 0.08567597825543326}, {'year': 2008, 'eg': 0.17704889029880794}]"
