,name,party,state,district,context,le,eg
2153,Tony C_rdenas,democrat,California,29,candidate,"[{'year': 2014, 'le': 0.249925599}, {'year': 2016, 'le': 0.353539169}]","[{'year': 2014, 'eg': 0.0077523420860577}, {'year': 2016, 'eg': -0.4999941800912562}]"
2154,Pete Aguilar,democrat,California,31,candidate,"[{'year': 2014, 'le': 0.10985741}, {'year': 2016, 'le': 0.7309296129999999}]","[{'year': 2014, 'eg': 0.46533512386755393}, {'year': 2016, 'eg': 0.3786538604030824}, {'year': 2018, 'eg': 0.3251153364089709}]"
2155,Ted Lieu,democrat,California,33,candidate,"[{'year': 2014, 'le': 1.190561533}, {'year': 2016, 'le': 0.739813328}]","[{'year': 2014, 'eg': 0.31626063344460775}, {'year': 2016, 'eg': 0.17120607839040153}]"
2156,Norma J. Torres,democrat,California,35,candidate,"[{'year': 2014, 'le': 0.393484712}, {'year': 2016, 'le': 0.702864885}]","[{'year': 2014, 'eg': -0.49998393703317}, {'year': 2016, 'eg': 0.05218758936231055}, {'year': 2018, 'eg': 0.11204235559372987}]"
2157,Mimi Walters,republican,California,45,candidate,"[{'year': 2014, 'le': 1.378063679}, {'year': 2016, 'le': 0.42586767700000006}]","[{'year': 2014, 'eg': 0.19759118979509152}, {'year': 2016, 'eg': 0.3288081731863819}]"
2158,Alan S. Lowenthal,democrat,California,47,candidate,"[{'year': 2014, 'le': 0.322980881}, {'year': 2016, 'le': 0.100992441}]","[{'year': 2014, 'eg': 0.3802188006482982}, {'year': 2016, 'eg': 0.2255752095788659}]"
2159,Dana Rohracher,republican,California,48,candidate,"[{'year': 2014, 'le': 0.454516411}]","[{'year': 2014, 'eg': 0.21756629194198918}]"
2160,Scott H. Peters,democrat,California,52,candidate,"[{'year': 2014, 'le': 0.613199532}, {'year': 2016, 'le': 0.842816055}]","[{'year': 2014, 'eg': 0.46826780531601697}, {'year': 2016, 'eg': 0.36948942168554466}]"
2161,Ken Buck,republican,Colorado,4,candidate,"[{'year': 2014, 'le': 0.950018108}, {'year': 2016, 'le': 0.826286495}]","[{'year': 2014, 'eg': 0.14550953379847612}, {'year': 2016, 'eg': 0.18106381181313408}, {'year': 2018, 'eg': 0.28761682116553294}]"
2162,Elizabeth H. Esty,democrat,Connecticut,5,candidate,"[{'year': 2014, 'le': 0.43574211}]","[{'year': 2014, 'eg': 0.4350635955762045}]"
2163,Gwen Graham,democrat,Florida,2,candidate,"[{'year': 2014, 'le': 0.123589583}]","[{'year': 2014, 'eg': 0.48865801905677}]"
2164,Ted S. Yoho,republican,Florida,3,candidate,"[{'year': 2014, 'le': 0.745772898}, {'year': 2016, 'le': 1.557216167}]","[{'year': 2014, 'eg': 0.17317719145662977}, {'year': 2016, 'eg': 0.3322030930843303}]"
2165,Ron DeSantis,republican,Florida,6,candidate,"[{'year': 2014, 'le': 0.345719844}, {'year': 2016, 'le': 0.701296508}]","[{'year': 2014, 'eg': 0.2491131116520012}, {'year': 2016, 'eg': 0.3286556765504567}]"
2166,David W. Jolly,republican,Florida,13,candidate,"[{'year': 2014, 'le': 0.411965281}]","[{'year': 2014, 'eg': -0.2521871757254804}]"
2167,Curt Clawson,republican,Florida,19,candidate,"[{'year': 2014, 'le': 0.9821634890000001}]","[{'year': 2014, 'eg': 0.18188980843470617}]"
2168,Carlos Curbelo,republican,Florida,26,candidate,"[{'year': 2014, 'le': 1.085389733}, {'year': 2016, 'le': 1.249509096}]","[{'year': 2014, 'eg': 0.4707196737264236}, {'year': 2016, 'eg': 0.38218163412252}]"
2169,"E. L. """"Buddy"""" Carter",republican,Georgia,1,candidate,"[{'year': 2014, 'le': 1.833045483}]","[{'year': 2014, 'eg': 0.28173558576978125}]"
2170,Jody B. Hice,republican,Georgia,10,candidate,"[{'year': 2014, 'le': 1.5494180919999998}, {'year': 2016, 'le': 1.3326771259999999}]","[{'year': 2014, 'eg': 0.16955924267100977}, {'year': 2016, 'eg': -0.4955191752341507}]"
2171,Barry D. Loudermilk,republican,Georgia,11,candidate,"[{'year': 2014, 'le': 1.5691905019999999}]","[{'year': 2014, 'eg': -0.4999938092761806}]"
2172,"R. W. """"Rick"""" Allen",republican,Georgia,12,candidate,"[{'year': 2014, 'le': 0.243491635}]","[{'year': 2014, 'eg': 0.40494203124437994}]"
2173,Mark Takai,democrat,Hawaii,1,candidate,"[{'year': 2014, 'le': 0.09612523}]","[{'year': 2014, 'eg': 0.4619516316632651}]"
2174,Robin L. Kelly,democrat,Illinois,2,candidate,"[{'year': 2014, 'le': 0.178518295}, {'year': 2016, 'le': 1.4681836369999999}]","[{'year': 2014, 'eg': -0.07051589593960816}, {'year': 2016, 'eg': -0.09614901433509211}]"
2175,Luis V. Guti_rrez,democrat,Illinois,4,candidate,"[{'year': 2014, 'le': 0.030210787000000003}, {'year': 2016, 'le': 0.064043984}]","[{'year': 2014, 'eg': -0.06292670485756886}, {'year': 2016, 'eg': -0.4999941621861445}]"
2176,Mike Bost,republican,Illinois,12,candidate,"[{'year': 2014, 'le': 0.5820476410000001}, {'year': 2016, 'le': 2.3756620880000003}]","[{'year': 2014, 'eg': 0.39426331899798794}, {'year': 2016, 'eg': 0.3539018920006901}, {'year': 2018, 'eg': 0.4382166603579526}]"
2177,Susan W. Brooks,republican,Indiana,5,candidate,"[{'year': 2014, 'le': 1.679065466}, {'year': 2016, 'le': 2.3578794}]","[{'year': 2014, 'eg': 0.15609514370664024}, {'year': 2016, 'eg': 0.228337048472178}, {'year': 2018, 'eg': 0.3647695135523698}]"
2178,Rod Blum,republican,Iowa,1,candidate,"[{'year': 2014, 'le': 0.59815675}, {'year': 2016, 'le': 1.3340978620000001}]","[{'year': 2014, 'eg': 0.47713148016287255}, {'year': 2016, 'eg': 0.4233746431605005}]"
2179,David Young,republican,Iowa,3,candidate,"[{'year': 2014, 'le': 1.5494180919999998}, {'year': 2016, 'le': 1.40359962}]","[{'year': 2014, 'eg': 0.3946913133805563}, {'year': 2016, 'eg': 0.36267797800080454}]"
2180,Andy Barr,republican,Kentucky,6,candidate,"[{'year': 2014, 'le': 1.257633448}, {'year': 2016, 'le': 2.534178495}]","[{'year': 2014, 'eg': 0.3001050086693204}, {'year': 2016, 'eg': 0.27822245463641115}, {'year': 2018, 'eg': 0.46787261297905497}]"
2181,Charles W. Boustany Jr.,republican,Louisiana,3,candidate,"[{'year': 2014, 'le': 1.443315625}]","[{'year': 2014, 'eg': -0.38003876953290333}]"
2182,Ralph Lee Abraham,republican,Louisiana,5,candidate,"[{'year': 2014, 'le': 2.0750107769999997}, {'year': 2016, 'le': 0.49349030899999996}]","[{'year': 2014, 'eg': -0.028114869983101944}, {'year': 2016, 'eg': -0.4999960885857108}]"
2183,Garret Graves,republican,Louisiana,6,candidate,"[{'year': 2014, 'le': 0.61561501}, {'year': 2016, 'le': 1.41749835}]","[{'year': 2014, 'eg': 0.08222585374059743}, {'year': 2016, 'eg': 0.011105473303976467}, {'year': 2018, 'eg': 0.09096545945442697}]"
2184,Bruce Poliquin,republican,Maine,2,candidate,"[{'year': 2014, 'le': 1.139257669}, {'year': 2016, 'le': 2.043497086}]","[{'year': 2014, 'eg': 0.44999813565009883}, {'year': 2016, 'eg': 0.4073792910662508}]"
2185,John K. Delaney,democrat,Maryland,6,candidate,"[{'year': 2014, 'le': 0.247179165}, {'year': 2016, 'le': 0.390487611}]","[{'year': 2014, 'eg': 0.48544631985556536}, {'year': 2016, 'eg': 0.34128829754227}]"
2186,Katherine M. Clark,democrat,Massachusetts,5,candidate,"[{'year': 2014, 'le': 0.869362473}, {'year': 2016, 'le': 0.592019558}]","[{'year': 2014, 'eg': -0.20997637297942187}, {'year': 2016, 'eg': -0.2409554941562569}, {'year': 2018, 'eg': -0.0183859901581632}]"
2187,Seth W. Moulton,democrat,Massachusetts,6,candidate,"[{'year': 2014, 'le': 1.42688942}]","[{'year': 2014, 'eg': 0.3650217446642215}, {'year': 2018, 'eg': 0.1619387678718467}]"
2188,John Moolenaar,republican,Michigan,4,candidate,"[{'year': 2014, 'le': 0.568315506}]","[{'year': 2014, 'eg': 0.3259799565223336}, {'year': 2018, 'eg': 0.24752148745834066}]"
2189,Mike Bishop,republican,Michigan,8,candidate,"[{'year': 2014, 'le': 1.755717635}, {'year': 2016, 'le': 1.32119894}]","[{'year': 2014, 'eg': 0.3746776349614396}, {'year': 2016, 'eg': 0.3314921192038543}]"
2190,Dave Trott,republican,Michigan,11,candidate,"[{'year': 2014, 'le': 0.6771120429999999}]","[{'year': 2014, 'eg': 0.34575183690365313}]"
2191,Debbie Dingell,democrat,Michigan,12,candidate,"[{'year': 2014, 'le': 0.085139491}, {'year': 2016, 'le': 0.585977674}]","[{'year': 2014, 'eg': 0.16307461531017128}, {'year': 2016, 'eg': 0.14913770537709028}, {'year': 2018, 'eg': 0.10807526779532156}]"
2192,Brenda Lawrence,democrat,Michigan,14,candidate,"[{'year': 2014, 'le': 0.35572594399999996}]","[{'year': 2014, 'eg': -0.08112280437524709}, {'year': 2018, 'eg': -0.13561439126923627}]"
2193,Tom Emmer,republican,Minnesota,6,candidate,"[{'year': 2014, 'le': 0.861483514}, {'year': 2016, 'le': 1.924367189}]","[{'year': 2014, 'eg': -0.06292696520101669}, {'year': 2016, 'eg': -0.1557936087816566}, {'year': 2018, 'eg': -0.11106782463275118}]"
2194,Richard M. Nolan,democrat,Minnesota,8,candidate,"[{'year': 2014, 'le': 0.9574455620000001}, {'year': 2016, 'le': 0.9395951029999999}]","[{'year': 2014, 'eg': 0.4859780594776818}, {'year': 2016, 'eg': 0.49437489319860717}]"
2195,Jason T. Smith,republican,Missouri,8,candidate,"[{'year': 2014, 'le': 1.210333943}]","[{'year': 2014, 'eg': 0.07668441943425615}]"
2196,Brad Ashford,democrat,Nebraska,2,candidate,"[{'year': 2014, 'le': 1.049513698}]","[{'year': 2014, 'eg': 0.4666839641068399}]"
2197,Cresent Hardy,republican,Nevada,4,candidate,"[{'year': 2014, 'le': 0.645825744}]","[{'year': 2014, 'eg': 0.4723124918757312}]"
2198,Ann M. Kuster,democrat,New Hampshire,2,candidate,"[{'year': 2014, 'le': 1.1257079840000002}, {'year': 2016, 'le': 1.682892442}]","[{'year': 2014, 'eg': 0.3999596950256944}, {'year': 2016, 'eg': 0.4556502115494895}]"
2199,Donald W. Norcross,democrat,New Jersey,1,candidate,"[{'year': 2014, 'le': 0.259600699}]","[{'year': 2014, 'eg': 0.3200465253674027}, {'year': 2018, 'eg': 0.18866971884988876}]"
2200,Tom MacArthur,republican,New Jersey,3,candidate,"[{'year': 2014, 'le': 0.6870222690000001}]","[{'year': 2014, 'eg': 0.4036393824924907}]"
2201,Bill Pascrell,democrat,New Jersey,9,candidate,"[{'year': 2014, 'le': 0.282882839}]","[{'year': 2014, 'eg': 0.11604363310337958}]"
2202,Donald M. Payne Jr.,democrat,New Jersey,10,candidate,"[{'year': 2014, 'le': 2.049072742}]","[{'year': 2014, 'eg': -0.22758488445724784}, {'year': 2018, 'eg': -0.27468912214789243}]"
2203,Bonnie Watson,democrat,New Jersey,12,candidate,"[{'year': 2014, 'le': 1.125525475}]","[{'year': 2014, 'eg': 0.2555976436649906}]"
2204,Ben Ray Luj_n,democrat,New Mexico,3,candidate,"[{'year': 2014, 'le': 0.878211915}, {'year': 2016, 'le': 0.84461683}]","[{'year': 2014, 'eg': 0.26926378235076814}, {'year': 2016, 'eg': 0.2516627521566389}]"
2205,Lee M. Zeldin,republican,New York,1,candidate,"[{'year': 2014, 'le': 1.54435277}, {'year': 2016, 'le': 1.788634777}]","[{'year': 2014, 'eg': 0.4509164266434283}, {'year': 2016, 'eg': 0.4069751781563091}]"
2206,Kathleen M. Rice,democrat,New York,4,candidate,"[{'year': 2014, 'le': 0.732040763}, {'year': 2016, 'le': 1.017070651}]","[{'year': 2014, 'eg': 0.4089586720287499}, {'year': 2016, 'eg': 0.29423566127298}, {'year': 2018, 'eg': 0.24473686233215222}]"
2207,Elise M. Stefanik,republican,New York,21,candidate,"[{'year': 2014, 'le': 0.44841343200000006}, {'year': 2016, 'le': 0.612618506}]","[{'year': 2014, 'eg': 0.35418433778737374}, {'year': 2016, 'eg': 0.2344834396471375}, {'year': 2018, 'eg': 0.4020772143989595}]"
2208,John M. Katko,republican,New York,24,candidate,"[{'year': 2014, 'le': 5.825870514}]","[{'year': 2014, 'eg': 0.39553970415452}]"
2209,Chris Collins,republican,New York,27,candidate,"[{'year': 2014, 'le': 0.577856183}, {'year': 2016, 'le': 1.006534934}]","[{'year': 2014, 'eg': 0.22934319325856276}, {'year': 2016, 'eg': 0.30905464046091424}]"
2210,Mark Walker,republican,North Carolina,6,candidate,"[{'year': 2014, 'le': 0.845374465}, {'year': 2016, 'le': 0.6149016620000001}]","[{'year': 2014, 'eg': 0.32653044967538936}, {'year': 2016, 'eg': 0.315420760358821}]"
2211,David Rouzer,republican,North Carolina,7,candidate,"[{'year': 2014, 'le': 1.946907282}, {'year': 2016, 'le': 0.438183844}]","[{'year': 2014, 'eg': 0.27759333168509165}, {'year': 2016, 'eg': 0.2817265160796765}, {'year': 2018, 'eg': 0.372587775227408}]"
2212,Alma Adams,democrat,North Carolina,12,candidate,"[{'year': 2014, 'le': 0.84164834}]","[{'year': 2014, 'eg': -0.006920956308205532}, {'year': 2018, 'eg': 0.038547241866030424}]"
2213,Brad R. Wenstrup,republican,Ohio,2,candidate,"[{'year': 2014, 'le': 1.311501265}, {'year': 2016, 'le': 1.230569243}]","[{'year': 2014, 'eg': 0.18075341478089216}, {'year': 2016, 'eg': 0.17821111499681144}]"
2214,Steve Russell,republican,Oklahoma,5,candidate,"[{'year': 2014, 'le': 2.160246134}, {'year': 2016, 'le': 2.737303972}]","[{'year': 2014, 'eg': 0.26220519942438086}, {'year': 2016, 'eg': 0.2971629183447981}]"
2215,Ryan Costello,republican,Pennsylvania,6,candidate,"[{'year': 2014, 'le': 0.772176385}]","[{'year': 2014, 'eg': 0.37418605088828666}]"
2216,Brendan F. Boyle,democrat,Pennsylvania,13,candidate,"[{'year': 2014, 'le': 0.10985741}, {'year': 2016, 'le': 0.590978444}]","[{'year': 2014, 'eg': 0.15761064349714907}, {'year': 2016, 'eg': -0.49999582142439286}]"
2217,Matt Cartwright,democrat,Pennsylvania,17,candidate,"[{'year': 2014, 'le': 1.952399611}, {'year': 2016, 'le': 2.033305883}]","[{'year': 2014, 'eg': 0.3648417761782722}, {'year': 2016, 'eg': 0.4239231283513665}]"
2218,Mark Sanford,republican,South Carolina,1,candidate,"[{'year': 2014, 'le': 0.137321755}, {'year': 2016, 'le': 0.172426119}]","[{'year': 2014, 'eg': -0.4340922426945194}, {'year': 2016, 'eg': 0.25437463480640893}]"
2219,Scott Des Jarlais,republican,Tennessee,4,candidate,"[{'year': 2014, 'le': 0.08239305799999999}]","[{'year': 2014, 'eg': 0.2699253187363325}]"
2220,John Ratcliffe,republican,Texas,4,candidate,"[{'year': 2014, 'le': 2.960986376}, {'year': 2016, 'le': 1.5507586000000002}]","[{'year': 2014, 'eg': -0.49999131077030023}, {'year': 2016, 'eg': -0.37987165949151164}, {'year': 2018, 'eg': -0.026654496579670606}]"
2221,Randy K. Weber Sr.,republican,Texas,14,candidate,"[{'year': 2014, 'le': 0.462145597}, {'year': 2016, 'le': 0.587806106}]","[{'year': 2014, 'eg': 0.24213784677895372}, {'year': 2016, 'eg': 0.2628819531355296}]"
2222,Will Hurd,republican,Texas,23,candidate,"[{'year': 2014, 'le': 3.995491743}, {'year': 2016, 'le': 2.4527792930000003}]","[{'year': 2014, 'eg': 0.4790260679725199}, {'year': 2016, 'eg': 0.48667918677527133}, {'year': 2018, 'eg': 0.49559668489877134}]"
2223,Marc A. Veasey,democrat,Texas,33,candidate,"[{'year': 2014, 'le': 0.384500921}, {'year': 2016, 'le': 0.209374577}]","[{'year': 2014, 'eg': -0.3651170145477546}, {'year': 2016, 'eg': 0.025801422817304877}]"
2224,Brian Babin,republican,Texas,36,candidate,"[{'year': 2014, 'le': 0.47587776200000004}, {'year': 2016, 'le': 0.613657355}]","[{'year': 2014, 'eg': -0.03883683746507075}, {'year': 2016, 'eg': -0.3861162583213232}, {'year': 2018, 'eg': 0.048834003135756636}]"
2225,Mia B. Love,republican,Utah,4,candidate,"[{'year': 2014, 'le': 0.61561501}, {'year': 2016, 'le': 1.200244546}]","[{'year': 2014, 'eg': 0.448969884757556}, {'year': 2016, 'eg': 0.375503061161311}]"
2226,David A. Brat,republican,Virginia,7,candidate,"[{'year': 2014, 'le': 0.51764679}]","[{'year': 2014, 'eg': 0.2612050084034995}]"
2227,Donald S. Beyer Jr.,democrat,Virginia,8,candidate,"[{'year': 2014, 'le': 1.523014665}, {'year': 2016, 'le': 0.43800202}]","[{'year': 2014, 'eg': 0.18341409127617248}, {'year': 2016, 'eg': 0.08892468586764853}]"
2228,Barbara J. Comstock,republican,Virginia,10,candidate,"[{'year': 2014, 'le': 0.5820476410000001}]","[{'year': 2014, 'eg': 0.3386972320667534}]"
2229,Suzan K. DelBene,democrat,Washington,1,candidate,"[{'year': 2014, 'le': 0.21971482}, {'year': 2016, 'le': 0.41511991600000003}]","[{'year': 2014, 'eg': 0.39927253866716317}, {'year': 2016, 'eg': 0.3917022993835111}]"
2230,Dan Newhouse,republican,Washington,4,candidate,"[{'year': 2014, 'le': 0.40996334}, {'year': 2016, 'le': 0.932863951}]","[{'year': 2014, 'eg': -0.49999346742531636}, {'year': 2016, 'eg': -0.49999565064218265}, {'year': 2018, 'eg': 0.24364948343806583}]"
2231,Alex X. Mooney,republican,West Virginia,2,candidate,"[{'year': 2014, 'le': 0.43468123700000005}]","[{'year': 2014, 'eg': 0.468032414910859}, {'year': 2018, 'eg': 0.39017149107387006}]"
2232,Evan Jenkins,republican,West Virginia,3,candidate,"[{'year': 2014, 'le': 0.37975254700000005}]","[{'year': 2014, 'eg': 0.3929922151551627}]"
2233,Glenn Grothman,republican,Wisconsin,6,candidate,"[{'year': 2014, 'le': 0.087885924}, {'year': 2016, 'le': 0.373776227}]","[{'year': 2014, 'eg': 0.3409740730956115}, {'year': 2016, 'eg': 0.3010151658953534}, {'year': 2018, 'eg': 0.3899481642133112}]"
2234,Gary J. Palmer,republican,Alabama,6,candidate,"[{'year': 2016, 'le': 0.611981511}]","[{'year': 2016, 'eg': 0.009261902303632488}]"
2235,Tom O'Halleran,democrat,Arizona,1,candidate,"[{'year': 2016, 'le': 1.019892216}]","[{'year': 2016, 'eg': 0.4270670799045278}, {'year': 2018, 'eg': 0.42312722434974764}]"
2236,Andy Biggs,republican,Arizona,5,candidate,"[{'year': 2016, 'le': 0.685091019}]","[{'year': 2016, 'eg': 0.21809986130374479}, {'year': 2018, 'eg': 0.3115113842536989}]"
2237,J. French Hill,republican,Arkansas,2,candidate,"[{'year': 2016, 'le': 3.041169643}]","[{'year': 2016, 'eg': 0.28468842573000425}]"
2238,Ro Khanna,democrat,California,17,candidate,"[{'year': 2016, 'le': 1.421382308}]","[{'year': 2016, 'eg': -0.4999957116882226}, {'year': 2018, 'eg': -0.006942537009499815}]"
2239,Jimmy Panetta,democrat,California,20,candidate,"[{'year': 2016, 'le': 0.373958051}]","[{'year': 2016, 'eg': 0.08494239437665907}, {'year': 2018, 'eg': -0.3137302244806642}]"
2240,Salud Carbajal,democrat,California,24,candidate,"[{'year': 2016, 'le': 0.187205493}]","[{'year': 2016, 'eg': 0.431621484231727}, {'year': 2018, 'eg': 0.32889347504315636}]"
2241,Stephen Knight,republican,California,25,candidate,"[{'year': 2016, 'le': 4.656999588}]","[{'year': 2016, 'eg': 0.4374025983971573}]"
2242,Nanette Diaz Barrag_____n,democrat,California,44,candidate,"[{'year': 2016, 'le': 0.398590326}]","[{'year': 2016, 'eg': -0.49999439502726817}]"
2243,Lou Correa,democrat,California,46,candidate,"[{'year': 2016, 'le': 1.259618163}]","[{'year': 2016, 'eg': -0.49999392440747786}, {'year': 2018, 'eg': 0.11708672489791504}]"
2244,Elizabeth H. Etsy,democrat,Connecticut,5,candidate,"[{'year': 2016, 'le': 1.723781466}]","[{'year': 2016, 'eg': 0.37512051817964165}]"
2245,Matt Gaetz,republican,Florida,1,candidate,"[{'year': 2016, 'le': 0.46885803299999995}]","[{'year': 2016, 'eg': 0.11800555817392859}, {'year': 2018, 'eg': 0.1588303534871025}]"
2246,Neal Dunn,republican,Florida,2,candidate,"[{'year': 2016, 'le': 1.856926441}]","[{'year': 2016, 'eg': 0.12616422318136544}, {'year': 2018, 'eg': 0.15117671737129865}]"
2247,John Rutherford,republican,Florida,4,candidate,"[{'year': 2016, 'le': 1.7529306409999998}]","[{'year': 2016, 'eg': 0.0742343688211257}]"
2248,Al Lawson,democrat,Florida,5,candidate,"[{'year': 2016, 'le': 0.817142665}]","[{'year': 2016, 'eg': 0.2153172606430397}, {'year': 2018, 'eg': 0.16437930498731163}]"
2249,Stephanie Murphy,democrat,Florida,7,candidate,"[{'year': 2016, 'le': 1.119208813}]","[{'year': 2016, 'eg': 0.4704372905798023}, {'year': 2018, 'eg': 0.34616475214084524}]"
2250,Darren Soto,democrat,Florida,9,candidate,"[{'year': 2016, 'le': 1.539436936}]","[{'year': 2016, 'eg': 0.3503065390083029}, {'year': 2018, 'eg': 0.33956837199270734}]"
2251,Val Demings,democrat,Florida,10,candidate,"[{'year': 2016, 'le': 0.44318464399999996}]","[{'year': 2016, 'eg': 0.20262983309857543}, {'year': 2018, 'eg': 0.5}]"
2252,Charlie Crist,democrat,Florida,13,candidate,"[{'year': 2016, 'le': 0.172426119}]","[{'year': 2016, 'eg': 0.46194097380298}, {'year': 2018, 'eg': 0.34710904152114863}]"
2253,Brian Mast,republican,Florida,18,candidate,"[{'year': 2016, 'le': 1.390221}]","[{'year': 2016, 'eg': 0.394740342308695}, {'year': 2018, 'eg': 0.41397918559173263}]"
2254,Francis Rooney,republican,Florida,19,candidate,"[{'year': 2016, 'le': 0.24721773}]","[{'year': 2016, 'eg': 0.18220593337482033}, {'year': 2018, 'eg': 0.25454569546564115}]"
2255,"Earl L. """"Buddy"""" Carter",republican,Georgia,1,candidate,"[{'year': 2016, 'le': 2.450134277}]","[{'year': 2016, 'eg': -0.49587896472014853}]"
2256,Drew Ferguson,republican,Georgia,3,candidate,"[{'year': 2016, 'le': 0.36164188399999997}]","[{'year': 2016, 'eg': 0.133071338810701}, {'year': 2018, 'eg': 0.18947734858671836}]"
2257,Barry Loudermilk,republican,Georgia,11,candidate,"[{'year': 2016, 'le': 1.050389886}]","[{'year': 2016, 'eg': 0.15188761528897246}, {'year': 2018, 'eg': 0.2641753075288208}]"
2258,Rick W. Allen,republican,Georgia,12,candidate,"[{'year': 2016, 'le': 0.152447432}]","[{'year': 2016, 'eg': 0.2679868063280188}, {'year': 2018, 'eg': 0.31044277393418473}]"
2259,Colleen Wakako Hanabusa,democrat,Hawaii,1,candidate,"[{'year': 2016, 'le': 0.9811935420000001}]","[{'year': 2016, 'eg': 0.03422219724536484}]"
2260,Raja Krishnamoorthi,democrat,Illinois,8,candidate,"[{'year': 2016, 'le': 0.315549642}]","[{'year': 2016, 'eg': 0.33370546041171334}, {'year': 2018, 'eg': 0.18051053381829987}]"
2261,Darin LaHood,republican,Illinois,18,candidate,"[{'year': 2016, 'le': 0.883377075}]","[{'year': 2016, 'eg': 0.05732068658701981}]"
2262,Jim Banks,republican,Indiana,3,candidate,"[{'year': 2016, 'le': 1.153801441}]","[{'year': 2016, 'eg': 0.02872614857596424}, {'year': 2018, 'eg': 0.2054781967687151}]"
2263,Trey Hollingsworth,republican,Indiana,9,candidate,"[{'year': 2016, 'le': 0.90135175}]","[{'year': 2016, 'eg': 0.3632059545971262}, {'year': 2018, 'eg': 0.3703571994501789}]"
2264,Roger Marshall,republican,Kansas,1,candidate,"[{'year': 2016, 'le': 0.744286835}]","[{'year': 2016, 'eg': -0.15895391342437715}, {'year': 2018, 'eg': 0.1370949074074074}]"
2265,James R. Comer,republican,Kentucky,1,candidate,"[{'year': 2016, 'le': 0.561076283}]","[{'year': 2016, 'eg': 0.047667064658646625}, {'year': 2018, 'eg': 0.12824282117474584}]"
2266,Clay Higgins,republican,Louisiana,3,candidate,"[{'year': 2016, 'le': 1.364646196}]","[{'year': 2016, 'eg': -0.08208204841330817}, {'year': 2018, 'eg': 0.11963137800222003}]"
2267,"""""Mike"""" Johnson",republican,Louisiana,4,candidate,"[{'year': 2016, 'le': 1.5717417}]","[{'year': 2016, 'eg': -0.13238341872518705}, {'year': 2018, 'eg': 0.19387011693533512}]"
2268,Anthony G. Brown,democrat,Maryland,4,candidate,"[{'year': 2016, 'le': 0.389446557}]","[{'year': 2016, 'eg': -0.026524247622017775}, {'year': 2018, 'eg': -0.4339874045482248}]"
2269,Jamie Raskin,democrat,Maryland,8,candidate,"[{'year': 2016, 'le': 0.11084535699999999}]","[{'year': 2016, 'eg': 0.23648455770138668}, {'year': 2018, 'eg': -0.08945191816478945}]"
2270,Seth Moulton,democrat,Massachusetts,6,candidate,"[{'year': 2016, 'le': 1.037209153}]","[{'year': 2016, 'eg': -0.2430492917601726}]"
2271,Jack Bergman,republican,Michigan,1,candidate,"[{'year': 2016, 'le': 1.135851145}]","[{'year': 2016, 'eg': 0.35166166580157715}, {'year': 2018, 'eg': 0.3736710406409682}]"
2272,John R. Moolenaar,republican,Michigan,4,candidate,"[{'year': 2016, 'le': 0.329694241}]","[{'year': 2016, 'eg': 0.20453300227077664}]"
2273,Paul Mitchell,republican,Michigan,10,candidate,"[{'year': 2016, 'le': 1.122894883}]","[{'year': 2016, 'eg': 0.19201103867348226}, {'year': 2018, 'eg': 0.2467663595808146}]"
2274,David A. Trott,republican,Michigan,11,candidate,"[{'year': 2016, 'le': 1.007399559}]","[{'year': 2016, 'eg': 0.37243338392781855}]"
2275,Brenda L. Lawrence,democrat,Michigan,14,candidate,"[{'year': 2016, 'le': 0.248786256}]","[{'year': 2016, 'eg': -0.09822043000379453}]"
2276,Jason Lewis,republican,Minnesota,2,candidate,"[{'year': 2016, 'le': 1.327239394}]","[{'year': 2016, 'eg': 0.03046705261595347}]"
2277,Trent Kelly,republican,Mississippi,1,candidate,"[{'year': 2016, 'le': 0.08621306}]","[{'year': 2016, 'eg': 0.09221830552254655}, {'year': 2018, 'eg': 0.15481711983291124}]"
2278,Jason Smith,republican,Missouri,8,candidate,"[{'year': 2016, 'le': 0.91671294}]","[{'year': 2016, 'eg': -0.017309815424562357}, {'year': 2018, 'eg': 0.01629922957348553}]"
2279,Don Bacon,republican,Nebraska,2,candidate,"[{'year': 2016, 'le': 1.18446672}]","[{'year': 2016, 'eg': 0.4879885400335752}, {'year': 2018, 'eg': 0.4801034267662032}]"
2280,Jacky Rosen,democrat,Nevada,3,candidate,"[{'year': 2016, 'le': 0.472487241}]","[{'year': 2016, 'eg': 0.4873232506761255}]"
2281,Ruben Kihuen,democrat,Nevada,4,candidate,"[{'year': 2016, 'le': 0.517665744}]","[{'year': 2016, 'eg': 0.4599166434702798}]"
2282,Donald Norcross,democrat,New Jersey,1,candidate,"[{'year': 2016, 'le': 0.12316151}]","[{'year': 2016, 'eg': 0.2680907968953066}]"
2283,Thomas MacArthur,republican,New Jersey,3,candidate,"[{'year': 2016, 'le': 2.181382179}]","[{'year': 2016, 'eg': 0.2955587392550143}]"
2284,Joshua S. Gottheimer,democrat,New Jersey,5,candidate,"[{'year': 2016, 'le': 0.722826898}]","[{'year': 2016, 'eg': 0.4558899736749373}]"
2285,Bonnie Watson Coleman,democrat,New Jersey,12,candidate,"[{'year': 2016, 'le': 1.2175614829999999}]","[{'year': 2016, 'eg': 0.19157479714794515}, {'year': 2018, 'eg': 0.12638137691926696}]"
