,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,winner,wasted_votes,eg,le
9348,1990,Pennsylvania,PA,42,23,14,US House,20,gen,False,False,Joseph M. Gaydos,republican,False,total,82080,125134.0,False,20171005,1,19514.0,0.09334516012382454,nan
9349,1990,Pennsylvania,PA,42,23,14,US House,21,gen,False,False,Thomas J. Ridge,republican,False,total,92732,92732.0,False,20171005,1,46367.0,-0.09334516012382454,nan
9351,1990,Pennsylvania,PA,42,23,14,US House,22,gen,False,False,Austin J. Murphy,republican,False,total,78375,123884.0,False,20171005,1,16434.0,0.09334516012382454,nan
9353,1990,Pennsylvania,PA,42,23,14,US House,23,gen,False,False,William F. Clinger Jr.,republican,False,total,78189,131654.0,False,20171005,1,12363.0,0.09334516012382454,nan
9354,1990,Rhode Island,RI,44,15,5,US House,1,gen,False,False,Ronald K. Machtley,republican,False,total,89963,163094.0,False,20171005,1,8417.0,0.09334516012382454,nan
9356,1990,Rhode Island,RI,44,15,5,US House,2,gen,False,False,John F. Reed,republican,False,total,108818,183771.0,False,20171005,1,16933.5,0.09334516012382454,nan
9359,1990,South Carolina,SC,45,57,48,US House,1,gen,False,False,Arthur Ravenel Jr.,republican,False,total,80839,123503.0,False,20171005,1,19088.5,-0.02550523742582387,nan
9362,1990,South Carolina,SC,45,57,48,US House,2,gen,False,False,Floyd Spence,republican,False,total,90054,101529.0,False,20171005,1,39290.5,-0.08267016651970698,nan
9366,1990,South Carolina,SC,45,57,48,US House,3,gen,False,False,Butler Derrick,republican,False,total,72561,125050.0,False,20171005,1,10037.0,0.08267016651970698,nan
9367,1990,South Carolina,SC,45,57,48,US House,4,gen,False,False,Elizabeth J. Patterson,republican,False,total,81927,133535.0,False,20171005,1,15160.5,0.08267016651970698,nan
9371,1990,South Carolina,SC,45,57,48,US House,5,gen,False,False,John M. Spratt Jr.,republican,False,total,91775,91898.0,False,20171005,1,45827.0,0.08267016651970698,nan
9373,1990,South Carolina,SC,45,57,48,US House,6,gen,False,False,Robin Tallon,republican,False,total,94121,94524.0,False,20171005,1,46860.0,0.08267016651970698,nan
9375,1990,South Dakota,SD,46,45,37,US House,0,gen,False,False,Tim Johnson,republican,False,total,173814,257298.0,False,20171005,1,45166.0,0.08267016651970698,nan
9377,1990,Tennessee,TN,47,62,54,US House,1,gen,False,False,James H. (Jimmy) Quillen,republican,False,total,47796,47860.0,False,20171005,1,23867.0,0.01598512249555069,nan
9378,1990,Tennessee,TN,47,62,54,US House,2,gen,False,False,John J. Duncan Jr.,republican,False,total,62797,77944.0,False,20171005,1,23826.0,0.01598512249555069,nan
9384,1990,Tennessee,TN,47,62,54,US House,3,gen,False,False,Marilyn Lloyd,republican,False,total,49662,93665.0,False,20171005,1,2830.5,0.02207163117711542,nan
9386,1990,Tennessee,TN,47,62,54,US House,4,gen,False,False,Jim Cooper,republican,False,total,52101,77276.0,False,20171005,1,13464.0,0.044647961603063245,nan
9393,1990,Tennessee,TN,47,62,54,US House,5,gen,False,False,Bob Clement,republican,False,total,55607,76760.0,False,20171005,1,17228.0,-0.044647961603063245,nan
9395,1990,Tennessee,TN,47,62,54,US House,6,gen,False,False,Bart Gordon,republican,False,total,60538,90768.0,False,20171005,1,15155.0,0.044647961603063245,nan
9400,1990,Tennessee,TN,47,62,54,US House,7,gen,False,False,Don Sundquist,republican,False,total,66141,106676.0,False,20171005,1,12804.0,0.044647961603063245,nan
9402,1990,Tennessee,TN,47,62,54,US House,8,gen,False,False,John S. Tanner,republican,False,total,62241,62266.0,False,20171005,1,31109.0,-0.044647961603063245,nan
9406,1990,Tennessee,TN,47,62,54,US House,9,gen,False,False,Harold E. Ford,republican,False,total,48629,83657.0,False,20171005,1,6801.5,-0.030367274726350955,nan
9410,1990,Texas,TX,48,74,49,US House,1,gen,False,False,Jim Chapman,republican,False,total,89241,146195.0,False,20171005,1,16144.5,0.030367274726350955,nan
9411,1990,Texas,TX,48,74,49,US House,2,gen,False,False,Charles Wilson,republican,False,total,76974,138529.0,False,20171005,1,7710.5,-0.030367274726350955,nan
9413,1990,Texas,TX,48,74,49,US House,3,gen,False,False,Steve Bartlett,republican,False,total,153857,154474.0,False,20171005,1,76621.0,0.06416687284444855,nan
9416,1990,Texas,TX,48,74,49,US House,4,gen,False,False,Ralph M. Hall,republican,False,total,108300,108694.0,False,20171005,1,53954.0,0.02536770826095064,nan
9419,1990,Texas,TX,48,74,49,US House,5,gen,False,False,John Bryant,republican,False,total,65228,109474.0,False,20171005,1,10492.0,0.02536770826095064,nan
9421,1990,Texas,TX,48,74,49,US House,6,gen,False,False,Joe Barton,republican,False,total,125049,188130.0,False,20171005,1,30985.0,0.02536770826095064,nan
9423,1990,Texas,TX,48,74,49,US House,7,gen,False,False,Bill Archer,republican,False,total,114254,114254.0,False,20171005,1,57128.0,0.06184582290470188,nan
9424,1990,Texas,TX,48,74,49,US House,8,gen,False,False,Jack Fields,republican,False,total,60603,60603.0,False,20171005,1,30302.5,0.06184582290470188,nan
9425,1990,Texas,TX,48,74,49,US House,9,gen,False,False,Jack Brooks,republican,False,total,79786,138185.0,False,20171005,1,10694.5,0.06184582290470188,nan
9429,1990,Texas,TX,48,74,49,US House,10,gen,False,False,J. J. Pickle,republican,False,total,152784,235496.0,False,20171005,1,35037.0,-0.06184582290470188,nan
9431,1990,Texas,TX,48,74,49,US House,11,gen,False,False,Chet Edwards,republican,False,total,73810,138079.0,False,20171005,1,4771.5,-0.06184582290470188,nan
9434,1990,Texas,TX,48,74,49,US House,12,gen,False,False,Pete Geren,republican,False,total,98026,137464.0,False,20171005,1,29295.0,0.06184582290470188,nan
9436,1990,Texas,TX,48,74,49,US House,13,gen,False,False,Bill Sarpalius,republican,False,total,81815,144860.0,False,20171005,1,9386.0,0.06184582290470188,nan
9438,1990,Texas,TX,48,74,49,US House,14,gen,False,False,Greg Laughlin,republican,False,total,89251,164349.0,False,20171005,1,7077.5,-0.06184582290470188,nan
9439,1990,Texas,TX,48,74,49,US House,15,gen,False,False,E de la Garza,republican,False,total,72461,72461.0,False,20171005,1,36231.5,0.06184582290470188,nan
9440,1990,Texas,TX,48,74,49,US House,16,gen,False,False,Ronald D. Coleman,republican,False,total,62455,65309.0,False,20171005,1,29801.5,-0.06184582290470188,nan
9442,1990,Texas,TX,48,74,49,US House,17,gen,False,False,Charles W. Stenholm,republican,False,total,104100,104100.0,False,20171005,1,52051.0,-0.06184582290470188,nan
9443,1990,Texas,TX,48,74,49,US House,18,gen,False,False,Craig A. Washington,republican,False,total,54477,54720.0,False,20171005,1,27118.0,0.06184582290470188,nan
9445,1990,Texas,TX,48,74,49,US House,19,gen,False,False,Larry Combest,republican,False,total,83795,83795.0,False,20171005,1,41898.5,0.06184582290470188,nan
9446,1990,Texas,TX,48,74,49,US House,20,gen,False,False,Henry B. Gonzalez,republican,False,total,56318,56318.0,False,20171005,1,28160.0,0.06184582290470188,nan
9447,1990,Texas,TX,48,74,49,US House,21,gen,False,False,Lamar S. Smith,republican,False,total,144570,193155.0,False,20171005,1,47993.5,0.06184582290470188,nan
9450,1990,Texas,TX,48,74,49,US House,22,gen,False,False,Tom DeLay,republican,False,total,93425,131146.0,False,20171005,1,27853.0,-0.06184582290470188,nan
9451,1990,Texas,TX,48,74,49,US House,23,gen,False,False,Albert G. Bustamante,republican,False,total,71052,111908.0,False,20171005,1,15099.0,-0.06184582290470188,nan
9453,1990,Texas,TX,48,74,49,US House,24,gen,False,False,Martin Frost,republican,False,total,86297,86297.0,False,20171005,1,43149.5,0.06184582290470188,nan
9454,1990,Texas,TX,48,74,49,US House,25,gen,False,False,Michael A. Andrews,republican,False,total,67427,67427.0,False,20171005,1,33714.5,-0.06184582290470188,nan
9456,1990,Texas,TX,48,74,49,US House,26,gen,False,False,Richard K. Armey,republican,False,total,147856,210014.0,False,20171005,1,42850.0,-0.06184582290470188,nan
9457,1990,Texas,TX,48,74,49,US House,27,gen,False,False,Solomon P. Ortiz,republican,False,total,62822,62822.0,False,20171005,1,31412.0,-0.06184582290470188,nan
9460,1990,Utah,UT,49,87,67,US House,1,gen,False,False,James V. Hansen,republican,False,total,82746,158666.0,False,20171005,1,3414.0,0.0037273453166677063,nan
9464,1990,Utah,UT,49,87,67,US House,2,gen,False,False,Wayne Owens,republican,False,total,85167,147871.0,False,20171005,1,11232.5,-0.0025031245748101446,nan
9465,1990,Utah,UT,49,87,67,US House,3,gen,False,False,Bill Orton,republican,False,total,79163,135676.0,False,20171005,1,11326.0,0.0025031245748101446,nan
9476,1990,Virginia,VA,51,54,40,US House,1,gen,False,False,Herbert H. Bateman,republican,False,total,72000,141293.0,False,20171005,1,1354.5,-0.03008296626914202,nan
9479,1990,Virginia,VA,51,54,40,US House,2,gen,False,False,Owen B. Pickett,republican,False,total,55179,73618.0,False,20171005,1,18371.0,0.03008296626914202,nan
9481,1990,Virginia,VA,51,54,40,US House,3,gen,False,False,Thomas J. Bliley Jr.,republican,False,total,77125,118154.0,False,20171005,1,18049.0,-0.03008296626914202,nan
9485,1990,Virginia,VA,51,54,40,US House,4,gen,False,False,Norman Sisisky,republican,False,total,71051,90731.0,False,20171005,1,25686.5,0.13699152100201797,nan
9488,1990,Virginia,VA,51,54,40,US House,5,gen,False,False,Lewis F. Payne Jr.,republican,False,total,66532,66905.0,False,20171005,1,33080.5,0.06911749538461391,nan
9490,1990,Virginia,VA,51,54,40,US House,6,gen,False,False,Jim Olin,republican,False,total,92968,112377.0,False,20171005,1,36780.5,-0.06911749538461391,nan
9495,1990,Virginia,VA,51,54,40,US House,7,gen,False,False,D. French Slaughter Jr.,republican,False,total,81688,140620.0,False,20171005,1,11379.0,0.06911749538461391,nan
9499,1990,Virginia,VA,51,54,40,US House,8,gen,False,False,James P. Moran,democrat,False,total,88475,171121.0,False,20171005,1,2915.5,,
9500,1990,Virginia,VA,51,54,40,US House,9,gen,False,False,Rick Boucher,democrat,False,total,67215,69230.0,False,20171005,1,32601.0,,
9503,1990,Virginia,VA,51,54,40,US House,10,gen,False,False,Frank R. Wolf,republican,False,total,103761,168825.0,False,20171005,1,19349.5,,
9508,1990,Washington,WA,53,91,73,US House,1,gen,False,False,John Miller,republican,False,total,100339,192786.0,False,20171005,1,3947.0,,
9511,1990,Washington,WA,53,91,73,US House,2,gen,False,False,Al Swift,democrat,False,total,92837,183671.0,False,20171005,1,1002.5,,
9512,1990,Washington,WA,53,91,73,US House,3,gen,False,False,Jolene Unsoeld,democrat,False,total,95645,177914.0,False,20171005,1,6689.0,,
9515,1990,Washington,WA,53,91,73,US House,4,gen,False,False,Sid Morrison,republican,False,total,106545,150786.0,False,20171005,1,31153.0,,
9517,1990,Washington,WA,53,91,73,US House,5,gen,False,False,Thomas S. Foley,democrat,False,total,110234,160199.0,False,20171005,1,30135.5,,
9519,1990,Washington,WA,53,91,73,US House,6,gen,False,False,Norman D. Dicks,democrat,False,total,79079,128865.0,False,20171005,1,14647.5,,
9521,1990,Washington,WA,53,91,73,US House,7,gen,False,False,Jim McDermott,democrat,False,total,106761,147642.0,False,20171005,1,32941.0,,
9524,1990,Washington,WA,53,91,73,US House,8,gen,False,False,Rod Chandler,republican,False,total,96323,171354.0,False,20171005,1,10647.0,,
9526,1990,West Virginia,WV,54,55,56,US House,1,gen,False,False,Alan B. Mollohan,democrat,False,total,72849,108506.0,False,20171005,1,18597.0,,
9528,1990,West Virginia,WV,54,55,56,US House,2,gen,False,False,Harley O. Staggers Jr.,democrat,False,total,63174,113882.0,False,20171005,1,6234.0,,
9529,1990,West Virginia,WV,54,55,56,US House,3,gen,False,False,Robert E. Wise Jr.,democrat,False,total,75327,75327.0,False,20171005,1,37664.5,,
9531,1990,West Virginia,WV,54,55,56,US House,4,gen,False,False,Nick Joe Rahall II,democrat,False,total,39948,76894.0,False,20171005,1,1502.0,,
9532,1990,Wisconsin,WI,55,35,25,US House,1,gen,False,False,Les Aspin,democrat,False,total,93961,94539.0,False,20171005,1,46692.5,,
9535,1990,Wisconsin,WI,55,35,25,US House,2,gen,False,False,Scott L. Klug,republican,False,total,96938,182118.0,False,20171005,1,5880.0,,
9537,1990,Wisconsin,WI,55,35,25,US House,3,gen,False,False,Steve Gunderson,republican,False,total,94509,154935.0,False,20171005,1,17042.5,,
9540,1990,Wisconsin,WI,55,35,25,US House,4,gen,False,False,Gerald D. Kleczka,democrat,False,total,96981,140221.0,False,20171005,1,26871.5,,
9545,1990,Wisconsin,WI,55,35,25,US House,5,gen,False,False,Jim Moody,democrat,False,total,77557,114115.0,False,20171005,1,20500.5,,
9548,1990,Wisconsin,WI,55,35,25,US House,6,gen,False,False,Thomas E. Petri,republican,False,total,111036,111556.0,False,20171005,1,55259.0,,
9551,1990,Wisconsin,WI,55,35,25,US House,7,gen,False,False,David R. Obey,democrat,False,total,100069,161041.0,False,20171005,1,19549.5,,
9552,1990,Wisconsin,WI,55,35,25,US House,8,gen,False,False,Toby Roth,republican,False,total,95902,179142.0,False,20171005,1,6332.0,,
9556,1990,Wisconsin,WI,55,35,25,US House,9,gen,False,False,F. James Sensenbrenner Jr.,republican,False,total,117967,118321.0,False,20171005,1,58807.5,,
9557,1990,Wyoming,WY,56,83,68,US House,0,gen,False,False,Craig Thomas,republican,False,total,87078,158055.0,False,20171005,1,8051.5,,
9561,1992,Alabama,AL,1,63,41,US House,1,gen,False,False,Sonny Callahan,republican,False,total,128874,214204.0,False,20171005,1,21773.0,,
9566,1992,Alabama,AL,1,63,41,US House,2,gen,False,False,Terry Everett,republican,False,total,112906,228160.0,False,20171005,1,-1173.0,,
9569,1992,Alabama,AL,1,63,41,US House,3,gen,False,False,Glen Browder,democrat,False,total,119175,197604.0,False,20171005,1,20374.0,,
9576,1992,Alabama,AL,1,63,41,US House,4,gen,False,False,Tom Bevill,democrat,False,total,157907,230523.0,False,20171005,1,42646.5,,
9579,1992,Alabama,AL,1,63,41,US House,5,gen,False,False,"Robert E. (Bud) Cramer, Jr.",democrat,False,total,160060,244133.0,False,20171005,1,37994.5,,
9585,1992,Alabama,AL,1,63,41,US House,6,gen,False,False,Spencer T. Bauchus III,republican,False,total,146599,280139.0,False,20171005,1,6530.5,,
9590,1992,Alabama,AL,1,63,41,US House,7,gen,False,False,Earl F. Hilliard,democrat,False,total,144320,207773.0,False,20171005,1,40434.5,,
9596,1992,Alaska,AK,2,94,81,US House,0,gen,False,False,Don Young,republican,False,total,111849,239116.0,False,20171005,1,-7708.0,,
9600,1992,Arizona,AZ,4,86,61,US House,1,gen,False,False,Sam Coppersmith,democrat,False,total,130715,254789.0,False,20171005,1,3321.5,,
9602,1992,Arizona,AZ,4,86,61,US House,2,gen,False,False,Ed Pastor,democrat,False,total,90693,137378.0,False,20171005,1,22005.0,,
9606,1992,Arizona,AZ,4,86,61,US House,3,gen,False,False,Bob Stump,republican,False,total,158906,258503.0,False,20171005,1,29655.5,,
9611,1992,Arizona,AZ,4,86,61,US House,4,gen,False,False,John Kyl,republican,False,total,156330,264066.0,False,20171005,1,24298.0,,
9612,1992,Arizona,AZ,4,86,61,US House,5,gen,False,False,Jim Kolbe,republican,False,total,172867,259813.0,False,20171005,1,42961.5,,
9617,1992,Arizona,AZ,4,86,61,US House,6,gen,False,False,Karan English,democrat,False,total,124251,233372.0,False,20171005,1,7566.0,,
9619,1992,Arkansas,AR,5,71,42,US House,1,gen,False,False,Blanche M. Lambert,democrat,False,total,149558,214176.0,False,20171005,1,42471.0,,
9620,1992,Arkansas,AR,5,71,42,US House,2,gen,False,False,Ray Thornton,democrat,False,total,154946,208924.0,False,20171005,1,50485.0,,
9625,1992,Arkansas,AR,5,71,42,US House,3,gen,False,False,Y. Tim Hutchinson,republican,False,total,125295,249494.0,False,20171005,1,549.0,,
9626,1992,Arkansas,AR,5,71,42,US House,4,gen,False,False,Jay Dickey,republican,False,total,113009,215927.0,False,20171005,1,5046.5,,
9630,1992,California,CA,6,93,71,US House,1,gen,False,False,Dan Hamburg,democrat,False,total,119676,251206.0,False,20171005,1,-5926.0,,
9633,1992,California,CA,6,93,71,US House,2,gen,False,False,Wally Herger,republican,False,total,167247,256556.0,False,20171005,1,38970.0,,
9636,1992,California,CA,6,93,71,US House,3,gen,False,False,Vic Fazio,democrat,False,total,122149,238685.0,False,20171005,1,2807.5,,
9640,1992,California,CA,6,93,71,US House,4,gen,False,False,John T. Doolittle,republican,False,total,141155,283365.0,False,20171005,1,-526.5,,
9645,1992,California,CA,6,93,71,US House,5,gen,False,False,Robert T. Matsui,democrat,False,total,158250,230560.0,False,20171005,1,42971.0,,
9648,1992,California,CA,6,93,71,US House,6,gen,False,False,Lynn C. Woolsey,democrat,False,total,190322,291786.0,False,20171005,1,44430.0,,
9651,1992,California,CA,6,93,71,US House,7,gen,False,False,George Miller,democrat,False,total,153320,217982.0,False,20171005,1,44330.0,,
9657,1992,California,CA,6,93,71,US House,8,gen,False,False,Nancy Pelosi,democrat,False,total,191906,232691.0,False,20171005,1,75561.5,,
9661,1992,California,CA,6,93,71,US House,9,gen,False,False,Ronald V. Dellums,democrat,False,total,164265,228467.0,False,20171005,1,50032.5,,
9665,1992,California,CA,6,93,71,US House,10,gen,False,False,Bill Baker,republican,False,total,145702,280429.0,False,20171005,1,5488.5,,
9667,1992,California,CA,6,93,71,US House,11,gen,False,False,Richard W. Pombo,republican,False,total,94453,198490.0,False,20171005,1,-4791.0,,
9669,1992,California,CA,6,93,71,US House,12,gen,False,False,Tom Lantos,democrat,False,total,157205,228407.0,False,20171005,1,43002.5,,
9675,1992,California,CA,6,93,71,US House,13,gen,False,False,Fortney Pete Stark,democrat,False,total,123795,205516.0,False,20171005,1,21038.0,,
9676,1992,California,CA,6,93,71,US House,14,gen,False,False,Anna G. Eshoo,democrat,False,total,146873,259222.0,False,20171005,1,17263.0,,
9682,1992,California,CA,6,93,71,US House,15,gen,False,False,Norman Y. Mineta,democrat,False,total,168617,265370.0,False,20171005,1,35933.0,,
9685,1992,California,CA,6,93,71,US House,16,gen,False,False,Don Edwards,democrat,False,total,96661,155883.0,False,20171005,1,18720.5,,
9689,1992,California,CA,6,93,71,US House,17,gen,False,False,Leon E. Panetta,democrat,False,total,151565,210367.0,False,20171005,1,46382.5,,
