,name,party,state,district,context,le,eg
1685,Chris Chocola,republican,Indiana,2,candidate,"[{'year': 2002, 'le': 0.049807425999999995}, {'year': 2004, 'le': 0.8211437840000001}]","[{'year': 2002, 'eg': 0.45316197773509215}, {'year': 2004, 'eg': 0.40367642806192283}]"
1686,Julia M. Carson,democrat,Indiana,7,candidate,"[{'year': 2002, 'le': 0.183401704}]","[{'year': 2002, 'eg': -0.4101892484914975}]"
1687,Steve King,republican,Iowa,5,candidate,"[{'year': 2002, 'le': 0.136140302}, {'year': 2004, 'le': 0.196239015}, {'year': 2006, 'le': 0.17547071}, {'year': 2008, 'le': 0.125879981}, {'year': 2010, 'le': 0.33627185200000004}, {'year': 2012, 'le': 0.270380348}, {'year': 2014, 'le': 0.343304396}, {'year': 2016, 'le': 1.0037425759999998}]","[{'year': 2002, 'eg': 0.25634475984569544}, {'year': 2004, 'eg': 0.2334807633822806}, {'year': 2006, 'eg': 0.2705197922383162}, {'year': 2008, 'eg': 0.2754516076971292}, {'year': 2010, 'eg': 0.16604008420448782}, {'year': 2012, 'eg': 0.41904372517419414}, {'year': 2014, 'eg': 0.26661357674879277}, {'year': 2016, 'eg': 0.2738745040633719}, {'year': 2018, 'eg': 0.466707209234767}]"
1688,Rodney Alexander,democrat,Louisiana,5,candidate,"[{'year': 2002, 'le': 0.049807425999999995}, {'year': 2004, 'le': 0.30114204899999997}, {'year': 2006, 'le': 0.202651903}, {'year': 2008, 'le': 0.589820319}, {'year': 2010, 'le': 0.080526076}, {'year': 2012, 'le': 0.5075580479999999}]","[{'year': 2002, 'eg': -0.11392000985665843}, {'year': 2004, 'eg': 0.08661791083648034}, {'year': 2006, 'eg': 0.10746888691068406}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.0}]"
1689,Chris John,democrat,Louisiana,7,candidate,"[{'year': 2002, 'le': 0.5911498070000001}]","[{'year': 2002, 'eg': 0.0}]"
1690,Michael H. Michaud,democrat,Maine,2,candidate,"[{'year': 2002, 'le': 0.508174777}, {'year': 2004, 'le': 0.46837628600000003}, {'year': 2006, 'le': 1.646971107}, {'year': 2008, 'le': 0.7767065609999999}, {'year': 2010, 'le': 0.44438645200000004}, {'year': 2012, 'le': 1.287845016}]","[{'year': 2002, 'eg': -0.4598695247800567}, {'year': 2004, 'eg': -0.3143613366100234}, {'year': 2006, 'eg': -0.08962922864495074}, {'year': 2008, 'eg': -0.15129551591156995}, {'year': 2010, 'eg': -0.39737206189471}, {'year': 2012, 'eg': -0.34323423706340067}]"
1691,C. A. Dutch Ruppersberger,democrat,Maryland,2,candidate,"[{'year': 2002, 'le': 0.102935344}, {'year': 2004, 'le': 0.070085362}, {'year': 2006, 'le': 0.280194312}, {'year': 2008, 'le': 0.72008882}, {'year': 2010, 'le': 0.241578236}, {'year': 2012, 'le': 0.03350934}, {'year': 2014, 'le': 0.054928705}, {'year': 2016, 'le': 0.061580755}]","[{'year': 2002, 'eg': -0.4138910577792389}, {'year': 2004, 'eg': -0.14003059849193147}, {'year': 2006, 'eg': -0.11462176651650122}, {'year': 2008, 'eg': -0.02949521048879432}, {'year': 2010, 'eg': -0.19072396890437712}, {'year': 2012, 'eg': -0.15528147597485978}, {'year': 2014, 'eg': -0.2453578740438188}, {'year': 2016, 'eg': -0.21046594287191417}]"
1692,Chris Van Hollen,democrat,Maryland,8,candidate,"[{'year': 2002, 'le': 0.126178816}, {'year': 2004, 'le': 0.07569219099999999}, {'year': 2006, 'le': 1.347264171}, {'year': 2008, 'le': 1.611889581}, {'year': 2010, 'le': 0.14763115300000001}, {'year': 2012, 'le': 0.24370430399999998}, {'year': 2014, 'le': 0.20598264}]","[{'year': 2002, 'eg': -0.4577931312908879}, {'year': 2004, 'eg': -0.2503856238052626}, {'year': 2006, 'eg': 0.04624011600244693}, {'year': 2008, 'eg': 0.033923284555608564}, {'year': 2010, 'eg': -0.017372786370768886}, {'year': 2012, 'eg': -0.19557123546274502}, {'year': 2014, 'eg': -0.28292913721640006}]"
1693,Stephen F. Lynch,democrat,Massachusetts,9,candidate,"[{'year': 2002, 'le': 0.41998902}, {'year': 2004, 'le': 0.28034145}, {'year': 2006, 'le': 0.599883437}, {'year': 2008, 'le': 1.058637606}, {'year': 2010, 'le': 0.06710507}, {'year': 2012, 'le': 0.8207829590000001}, {'year': 2014, 'le': 2.237698317}, {'year': 2016, 'le': 1.399398565}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.02154538282765826}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': -0.07773825468334174}, {'year': 2012, 'eg': -0.011006365451150678}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': -0.07507531394488509}, {'year': 2018, 'eg': 0.0}]"
1694,Candice S. Miller,republican,Michigan,10,candidate,"[{'year': 2002, 'le': 0.458330035}, {'year': 2004, 'le': 0.339763469}, {'year': 2006, 'le': 0.16254431}, {'year': 2008, 'le': 0.055946657999999996}, {'year': 2010, 'le': 1.4410545830000001}, {'year': 2012, 'le': 1.2139683959999998}, {'year': 2014, 'le': 2.487230301}]","[{'year': 2002, 'eg': 0.22209673255642426}, {'year': 2004, 'eg': 0.10921209637566744}, {'year': 2006, 'eg': 0.1509812477581253}, {'year': 2008, 'eg': 0.14869117930512682}, {'year': 2010, 'eg': 0.03048775274654811}, {'year': 2012, 'eg': 0.10944822465399924}, {'year': 2014, 'eg': 0.10678554562468298}]"
1695,Thaddeus G. McCotter,republican,Michigan,11,candidate,"[{'year': 2002, 'le': 0.049807425999999995}, {'year': 2004, 'le': 0.070085362}, {'year': 2006, 'le': 0.127842948}, {'year': 2008, 'le': 0.304209353}, {'year': 2010, 'le': 0.0}]","[{'year': 2002, 'eg': 0.32465461309861393}, {'year': 2004, 'eg': 0.34068933059508094}, {'year': 2006, 'eg': 0.3893499984950185}, {'year': 2008, 'eg': 0.4396405374556031}, {'year': 2010, 'eg': 0.2922127518496603}]"
1696,John Kline,republican,Minnesota,2,candidate,"[{'year': 2002, 'le': 0.55118078}, {'year': 2004, 'le': 1.138265807}, {'year': 2006, 'le': 0.10277570000000001}, {'year': 2008, 'le': 0.097906652}, {'year': 2010, 'le': 2.7407863139999997}, {'year': 2012, 'le': 2.410033226}, {'year': 2014, 'le': 1.089371085}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.0}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.0}, {'year': 2014, 'eg': 0.0}]"
1697,Mark R. Kennedy,republican,Minnesota,6,candidate,"[{'year': 2002, 'le': 0.136140302}, {'year': 2004, 'le': 0.405196427}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.0}]"
1698,Wm. Lacy Clay,democrat,Missouri,1,candidate,"[{'year': 2002, 'le': 0.285899967}, {'year': 2004, 'le': 1.3680498890000001}, {'year': 2006, 'le': 1.927944303}, {'year': 2008, 'le': 2.1779648480000002}, {'year': 2010, 'le': 0.61712122}, {'year': 2012, 'le': 0.29185780899999997}, {'year': 2014, 'le': 1.319658637}, {'year': 2016, 'le': 1.178201318}]","[{'year': 2002, 'eg': -0.069809740650598}, {'year': 2004, 'eg': 0.024599060510059167}, {'year': 2006, 'eg': -0.017697634308955646}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': -0.000717072827539926}, {'year': 2012, 'eg': 0.1080573604671989}, {'year': 2014, 'eg': 0.014031095942358742}, {'year': 2016, 'eg': 0.054983058619723336}]"
1699,W. Todd Akin,republican,Missouri,2,candidate,"[{'year': 2002, 'le': 1.142555475}, {'year': 2004, 'le': 0.9684387879999999}, {'year': 2006, 'le': 0.242851034}, {'year': 2008, 'le': 0.287322695}, {'year': 2010, 'le': 0.833627641}]","[{'year': 2002, 'eg': 0.13897551722474963}, {'year': 2004, 'eg': 0.1759968788139493}, {'year': 2006, 'eg': 0.2524172771428671}, {'year': 2008, 'eg': 0.23132835708846777}, {'year': 2010, 'eg': 0.11219657270208408}]"
1700,Sam Graves,republican,Missouri,6,candidate,"[{'year': 2002, 'le': 0.692407668}, {'year': 2004, 'le': 0.21025608699999998}, {'year': 2006, 'le': 0.25067243}, {'year': 2008, 'le': 0.283451357}, {'year': 2010, 'le': 3.647453547}, {'year': 2012, 'le': 0.9364995359999999}, {'year': 2014, 'le': 0.222461253}, {'year': 2016, 'le': 0.226344347}]","[{'year': 2002, 'eg': 0.22152166391142208}, {'year': 2004, 'eg': 0.20918776696821556}, {'year': 2006, 'eg': 0.2409914418186646}, {'year': 2008, 'eg': 0.2743234784501919}, {'year': 2010, 'eg': 0.11092685388802768}, {'year': 2012, 'eg': 0.1751396514108988}, {'year': 2014, 'eg': 0.1285072471519495}, {'year': 2016, 'eg': 0.10423063313967425}, {'year': 2018, 'eg': 0.1655795998153296}]"
1701,Dennis R. Rehberg,republican,Montana,1,candidate,"[{'year': 2002, 'le': 0.9836590890000001}, {'year': 2004, 'le': 0.621395529}, {'year': 2006, 'le': 0.36715084299999995}, {'year': 2008, 'le': 1.300978199}]","[{'year': 2002, 'eg': 0.18047301559514792}, {'year': 2004, 'eg': 0.18379217972671813}, {'year': 2006, 'eg': 0.30250661742074486}, {'year': 2008, 'eg': 0.18280515699729674}]"
1702,Jon C. Porter,republican,Nevada,3,candidate,"[{'year': 2002, 'le': 1.254382372}, {'year': 2006, 'le': 0.826838374}]","[{'year': 2002, 'eg': 0.3116249706694079}, {'year': 2006, 'eg': 0.4811829613373843}]"
1703,Jeb Bradley,republican,New Hampshire,1,candidate,"[{'year': 2002, 'le': 0.659203649}, {'year': 2004, 'le': 0.781076243}]","[{'year': 2002, 'eg': 0.3037452643623275}, {'year': 2004, 'eg': 0.2321691426592284}]"
1704,Charles Bass,republican,New Hampshire,2,candidate,"[{'year': 2002, 'le': 0.607104242}, {'year': 2010, 'le': 0.525333524}]","[{'year': 2002, 'eg': 0.3404920164727982}, {'year': 2010, 'eg': 0.48420300628051793}]"
1705,Scott Garrett,republican,New Jersey,5,candidate,"[{'year': 2002, 'le': 0.660557806}, {'year': 2004, 'le': 1.017395508}, {'year': 2006, 'le': 1.064630508}, {'year': 2008, 'le': 0.869242223}, {'year': 2010, 'le': 2.380927324}, {'year': 2012, 'le': 4.71713829}, {'year': 2014, 'le': 1.731632113}]","[{'year': 2002, 'eg': 0.28796203171362666}, {'year': 2004, 'eg': 0.33538707237118603}, {'year': 2006, 'eg': 0.3891608973668491}, {'year': 2008, 'eg': 0.36531373075690843}, {'year': 2010, 'eg': 0.17854842847643632}, {'year': 2012, 'eg': 0.37712364187126896}, {'year': 2014, 'eg': 0.3789494021310495}]"
1706,Bill Pascrell Jr.,democrat,New Jersey,8,candidate,"[{'year': 2002, 'le': 0.322747827}, {'year': 2008, 'le': 0.988350873}]","[{'year': 2002, 'eg': -0.13751811195654648}, {'year': 2008, 'eg': -0.07063834346789531}, {'year': 2018, 'eg': -0.08597616956730002}]"
1707,Steve Pearce,republican,New Mexico,2,candidate,"[{'year': 2002, 'le': 1.9716562030000002}, {'year': 2010, 'le': 1.027217507}]","[{'year': 2002, 'eg': 0.37492674522873143}, {'year': 2010, 'eg': 0.3919422010944799}]"
1708,Timothy H. Bishop,democrat,New York,1,candidate,"[{'year': 2002, 'le': 0.278599143}, {'year': 2004, 'le': 0.575720479}, {'year': 2006, 'le': 0.84048903}, {'year': 2008, 'le': 1.16870724}, {'year': 2010, 'le': 0.537597656}, {'year': 2012, 'le': 0.280259937}]","[{'year': 2002, 'eg': -0.4085587856382681}, {'year': 2004, 'eg': -0.40415841205735653}, {'year': 2006, 'eg': -0.28504631154634225}, {'year': 2008, 'eg': -0.37198698068597047}, {'year': 2010, 'eg': -0.4009192750746261}, {'year': 2012, 'eg': -0.4065578556443455}]"
1709,Steve J. Israel,democrat,New York,2,candidate,"[{'year': 2002, 'le': 0.461226374}]","[{'year': 2002, 'eg': -0.32769812686860617}]"
1710,Jerrold L. Nadler,democrat,New York,8,candidate,"[{'year': 2002, 'le': 0.6272511479999999}]","[{'year': 2002, 'eg': -0.12301520031643781}, {'year': 2018, 'eg': 0.10883208979986538}]"
1711,Frank W. Ballance Jr.,democrat,North Carolina,1,candidate,"[{'year': 2002, 'le': 0.8414711359999999}]","[{'year': 2002, 'eg': -0.21093413247398346}]"
1712,Robin Hayes,republican,North Carolina,8,candidate,"[{'year': 2002, 'le': 0.34136614200000004}, {'year': 2006, 'le': 0.325095326}]","[{'year': 2002, 'eg': 0.40998824597959077}, {'year': 2006, 'eg': 0.49730092245912294}]"
1713,Brad Miller,democrat,North Carolina,13,candidate,"[{'year': 2002, 'le': 0.7916637059999999}, {'year': 2004, 'le': 0.042051217}, {'year': 2006, 'le': 1.276226282}, {'year': 2008, 'le': 0.994095933}, {'year': 2010, 'le': 0.080526076}]","[{'year': 2002, 'eg': -0.37669558574780376}, {'year': 2004, 'eg': -0.3242242878648368}, {'year': 2006, 'eg': -0.22572740204319153}, {'year': 2008, 'eg': -0.181336780219322}, {'year': 2010, 'eg': -0.3900440722364031}]"
1714,Michael R. Turner,republican,Ohio,3,candidate,"[{'year': 2002, 'le': 0.30271691100000003}, {'year': 2004, 'le': 1.01829537}, {'year': 2006, 'le': 0.739535153}, {'year': 2008, 'le': 0.283451357}, {'year': 2010, 'le': 0.605859637}, {'year': 2012, 'le': 0.520330608}, {'year': 2014, 'le': 0.414380729}, {'year': 2016, 'le': 0.319053918}]","[{'year': 2002, 'eg': 0.3245758116566904}, {'year': 2004, 'eg': 0.25424167608559756}, {'year': 2006, 'eg': 0.329267065517683}, {'year': 2008, 'eg': 0.23361060155607566}, {'year': 2010, 'eg': 0.13775637707288338}, {'year': 2012, 'eg': 0.27949844282196695}, {'year': 2014, 'eg': 0.16350956601497463}, {'year': 2016, 'eg': 0.18585451066838582}]"
1715,Michael Oxley,republican,Ohio,4,candidate,"[{'year': 2002, 'le': 0.567783237}]","[{'year': 2002, 'eg': 0.14960866947621915}]"
1716,Patrick J. Tiberi,republican,Ohio,12,candidate,"[{'year': 2002, 'le': 0.30271691100000003}, {'year': 2004, 'le': 3.413555278}, {'year': 2006, 'le': 0.050134487}, {'year': 2008, 'le': 0.16714004}, {'year': 2010, 'le': 0.255745769}, {'year': 2012, 'le': 2.083742857}, {'year': 2014, 'le': 3.683406353}, {'year': 2016, 'le': 0.604335666}]","[{'year': 2002, 'eg': 0.21228858103682666}, {'year': 2004, 'eg': 0.2607757143836086}, {'year': 2006, 'eg': 0.3539552159692802}, {'year': 2008, 'eg': 0.3745463222970798}, {'year': 2010, 'eg': 0.35193922282487555}, {'year': 2012, 'eg': 0.23061057225204493}, {'year': 2014, 'eg': 0.09647369063827285}, {'year': 2016, 'eg': 0.13280923042692844}]"
1717,Timothy J. Ryan,democrat,Ohio,17,candidate,"[{'year': 2002, 'le': 1.0095108}]","[{'year': 2002, 'eg': -0.3253571157824057}]"
1718,John Sullivan,republican,Oklahoma,1,candidate,"[{'year': 2002, 'le': 0.08301238}, {'year': 2004, 'le': 0.29920296399999996}, {'year': 2006, 'le': 0.245421991}, {'year': 2008, 'le': 0.5326853970000001}, {'year': 2010, 'le': 1.5364841219999998}]","[{'year': 2002, 'eg': 0.3654788211486125}, {'year': 2004, 'eg': 0.2735435815960943}, {'year': 2006, 'eg': 0.17237071991901115}, {'year': 2008, 'eg': 0.17665090627929414}, {'year': 2010, 'eg': 0.0}]"
1719,Tom Cole,republican,Oklahoma,4,candidate,"[{'year': 2002, 'le': 0.849182069}, {'year': 2004, 'le': 0.23418814300000002}, {'year': 2006, 'le': 0.317016363}, {'year': 2008, 'le': 0.255478028}, {'year': 2010, 'le': 2.8877241610000004}, {'year': 2012, 'le': 1.26077795}, {'year': 2014, 'le': 0.859490871}, {'year': 2016, 'le': 1.218546629}]","[{'year': 2002, 'eg': 0.423503595012489}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.20777039024043795}, {'year': 2008, 'eg': 0.13192084492688275}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.0970783348890451}, {'year': 2014, 'eg': 0.03856424567565617}, {'year': 2016, 'eg': 0.06454710101675029}, {'year': 2018, 'eg': 0.1993804883408413}]"
1720,Melissa A. Hart,republican,Pennsylvania,4,candidate,"[{'year': 2002, 'le': 2.429188013}, {'year': 2004, 'le': 0.9261472909999999}]","[{'year': 2002, 'eg': 0.20893293376455113}, {'year': 2004, 'eg': 0.22824828582630735}]"
1721,Jim Gerlach,republican,Pennsylvania,6,candidate,"[{'year': 2002, 'le': 1.952611685}, {'year': 2004, 'le': 1.60190999}, {'year': 2006, 'le': 0.075201727}, {'year': 2008, 'le': 0.31832863100000003}, {'year': 2010, 'le': 0.751576722}, {'year': 2012, 'le': 2.121348858}]","[{'year': 2002, 'eg': 0.4726499199666982}, {'year': 2004, 'eg': 0.4797343513878947}, {'year': 2006, 'eg': 0.4867999782371233}, {'year': 2008, 'eg': 0.4579818511796733}, {'year': 2010, 'eg': 0.357954521200531}, {'year': 2012, 'eg': 0.3571773443647028}]"
1722,Bill Shuster,republican,Pennsylvania,9,candidate,"[{'year': 2002, 'le': 0.119537823}, {'year': 2004, 'le': 1.223132687}, {'year': 2006, 'le': 0.077708453}, {'year': 2008, 'le': 0.06993332299999999}, {'year': 2010, 'le': 1.6904071569999999}, {'year': 2012, 'le': 3.828664541}, {'year': 2014, 'le': 6.306132317}, {'year': 2016, 'le': 1.96407783}]","[{'year': 2002, 'eg': 0.07892238445744613}, {'year': 2004, 'eg': 0.10947089288475974}, {'year': 2006, 'eg': 0.29355641868339805}, {'year': 2008, 'eg': 0.221523936189648}, {'year': 2010, 'eg': 0.03877956607251346}, {'year': 2012, 'eg': 0.2665080840670057}, {'year': 2014, 'eg': 0.2295706710824674}, {'year': 2016, 'eg': 0.23318622375367068}]"
1723,Tim Murphy,republican,Pennsylvania,18,candidate,"[{'year': 2002, 'le': 0.297216505}, {'year': 2004, 'le': 0.956622595}, {'year': 2006, 'le': 0.338407785}, {'year': 2008, 'le': 0.547860325}, {'year': 2010, 'le': 0.96582216}, {'year': 2012, 'le': 0.34275093700000003}, {'year': 2014, 'le': 0.6633798479999999}, {'year': 2016, 'le': 0.08621306}]","[{'year': 2002, 'eg': 0.2971748039869776}, {'year': 2004, 'eg': 0.2447845639584668}, {'year': 2006, 'eg': 0.34330242966751917}, {'year': 2008, 'eg': 0.21866610612293924}, {'year': 2010, 'eg': 0.15343985759796377}, {'year': 2012, 'eg': 0.22089838966220385}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': 0.0}]"
1724,Todd Russell Platts,republican,Pennsylvania,19,candidate,"[{'year': 2002, 'le': 1.52415061}, {'year': 2004, 'le': 0.9624017009999999}, {'year': 2006, 'le': 0.140376568}, {'year': 2008, 'le': 0.588899587}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.1954391694855943}, {'year': 2008, 'eg': 0.1670838471962119}]"
1725,Henry E. Brown Jr.,republican,South Carolina,1,candidate,"[{'year': 2002, 'le': 0.42184189}, {'year': 2008, 'le': 1.8806870690000002}]","[{'year': 2002, 'eg': 0.0}, {'year': 2008, 'eg': 0.4595909663945431}]"
1726,Joe Wilson,republican,South Carolina,2,candidate,"[{'year': 2002, 'le': 1.053358436}, {'year': 2004, 'le': 0.678304331}, {'year': 2006, 'le': 0.49577263}, {'year': 2008, 'le': 0.29651729}, {'year': 2010, 'le': 0.41605141799999995}, {'year': 2012, 'le': 0.076157592}, {'year': 2014, 'le': 0.098871671}, {'year': 2016, 'le': 0.81818378}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.18338157001464966}, {'year': 2006, 'eg': 0.24653519691059142}, {'year': 2008, 'eg': 0.42443651269629623}, {'year': 2010, 'eg': 0.4028197110200561}, {'year': 2012, 'eg': 0.0}, {'year': 2014, 'eg': 0.22830171245534064}, {'year': 2016, 'eg': 0.2428195779616782}, {'year': 2018, 'eg': 0.36216793251898777}]"
1727,J. Gresham Barrett,republican,South Carolina,3,candidate,"[{'year': 2002, 'le': 0.136140302}, {'year': 2004, 'le': 0.11213658}, {'year': 2006, 'le': 0.302920878}, {'year': 2008, 'le': 0.055946657999999996}]","[{'year': 2002, 'eg': 0.14140407980021885}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.24244331078499673}, {'year': 2008, 'eg': 0.2053622450569888}]"
1728,William J. Janklow,republican,South Dakota,1,candidate,"[{'year': 2002, 'le': 0.149422273}]","[{'year': 2002, 'eg': 0.421378949838279}]"
1729,Lincoln Davis,democrat,Tennessee,4,candidate,"[{'year': 2002, 'le': 0.0}, {'year': 2004, 'le': 0.070085362}, {'year': 2006, 'le': 0.100268975}, {'year': 2008, 'le': 0.06993332299999999}]","[{'year': 2002, 'eg': -0.44406945198046666}, {'year': 2004, 'eg': -0.3873324731046603}, {'year': 2006, 'eg': -0.1710850818042608}, {'year': 2008, 'eg': -0.29052460919517226}]"
1730,Marsha Blackburn,republican,Tennessee,7,candidate,"[{'year': 2002, 'le': 0.11621733}, {'year': 2004, 'le': 1.58133696}, {'year': 2006, 'le': 0.283022851}, {'year': 2008, 'le': 0.388129341}, {'year': 2010, 'le': 0.228157222}, {'year': 2012, 'le': 0.928340614}, {'year': 2014, 'le': 1.230823398}, {'year': 2016, 'le': 1.5648263690000002}]","[{'year': 2002, 'eg': 0.057558371429448044}, {'year': 2004, 'eg': 0.0}, {'year': 2006, 'eg': 0.1577443165554987}, {'year': 2008, 'eg': 0.12830841861771453}, {'year': 2010, 'eg': 0.023788271405345587}, {'year': 2012, 'eg': 0.029548475356190682}, {'year': 2014, 'eg': 0.0677645702850412}, {'year': 2016, 'eg': 0.01288768454090439}]"
1731,Jeb Hensarling,republican,Texas,5,candidate,"[{'year': 2002, 'le': 0.066409901}, {'year': 2004, 'le': 0.7096922059999999}, {'year': 2006, 'le': 0.162937075}, {'year': 2008, 'le': 0.167839975}, {'year': 2010, 'le': 1.43876195}, {'year': 2012, 'le': 0.0}, {'year': 2014, 'le': 0.389331818}, {'year': 2016, 'le': 0.513909221}]","[{'year': 2002, 'eg': 0.3205392114818309}, {'year': 2004, 'eg': 0.18418635881219}, {'year': 2006, 'eg': 0.23826543433948566}, {'year': 2008, 'eg': 0.0}, {'year': 2010, 'eg': 0.06992117556112032}, {'year': 2012, 'eg': 0.18826778081928636}, {'year': 2014, 'eg': 0.0}, {'year': 2016, 'eg': 0.0}]"
1732,John Abney Culberson,republican,Texas,7,candidate,"[{'year': 2002, 'le': 0.053127922}, {'year': 2004, 'le': 0.48206531700000005}, {'year': 2006, 'le': 0.137869835}, {'year': 2010, 'le': 2.7828302380000003}, {'year': 2012, 'le': 1.552134395}, {'year': 2014, 'le': 0.696442187}, {'year': 2016, 'le': 0.377939075}]","[{'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.19189588198106347}, {'year': 2006, 'eg': 0.2925738296033614}, {'year': 2010, 'eg': 0.0}, {'year': 2012, 'eg': 0.25626072552451273}, {'year': 2014, 'eg': 0.21283838038249114}, {'year': 2016, 'eg': 0.3765325809190985}]"
