,year,state,district,winning_party,d_eg,r_eg
125,1976,Indiana,2,democrat,0.19877004351974678,-0.19877004351974678
126,1976,Indiana,3,democrat,0.1810005534714962,-0.1810005534714962
127,1976,Indiana,4,republican,-0.20105029190192902,0.20105029190192902
128,1976,Indiana,5,republican,-0.13255396818462045,0.13255396818462045
129,1976,Indiana,6,democrat,0.20088954300279815,-0.20088954300279815
130,1976,Indiana,7,republican,-0.1230444637345679,0.1230444637345679
131,1976,Indiana,8,democrat,0.24536861303731958,-0.24536861303731958
132,1976,Indiana,9,democrat,-0.5000073499147409,0.5000073499147409
133,1976,Indiana,10,democrat,0.15161870785431106,-0.15161870785431106
134,1976,Indiana,11,democrat,0.14297609181742843,-0.14297609181742843
135,1976,Iowa,1,republican,-0.22947245317323536,0.22947245317323536
136,1976,Iowa,2,democrat,0.24355414324126132,-0.24355414324126132
137,1976,Iowa,3,republican,-0.1854425714805349,0.1854425714805349
138,1976,Iowa,4,democrat,0.059059404057882826,-0.059059404057882826
139,1976,Iowa,5,democrat,0.09639228517306699,-0.09639228517306699
140,1976,Iowa,6,democrat,0.07016343269259906,-0.07016343269259906
141,1976,Kansas,1,republican,-0.019337995194381122,0.019337995194381122
142,1976,Kansas,2,democrat,0.2337013399214233,-0.2337013399214233
143,1976,Kansas,3,republican,-0.051325994495871906,0.051325994495871906
144,1976,Kansas,4,democrat,0.24096936953027326,-0.24096936953027326
145,1976,Kansas,5,republican,-0.1275529411764706,0.1275529411764706
146,1976,Kentucky,1,democrat,-0.07002620960789047,0.07002620960789047
147,1976,Kentucky,2,democrat,0.14643675527039413,-0.14643675527039413
148,1976,Kentucky,3,democrat,0.17014579662365714,-0.17014579662365714
149,1976,Kentucky,4,republican,-0.19130439765733345,0.19130439765733345
150,1976,Kentucky,5,republican,-0.08027852172815056,0.08027852172815056
151,1976,Kentucky,6,democrat,-0.43992310323028616,0.43992310323028616
152,1976,Kentucky,7,democrat,0.017720163626840636,-0.017720163626840636
153,1976,Louisiana,1,democrat,0.23095099496009436,-0.23095099496009436
154,1976,Louisiana,2,democrat,-0.42563586025617545,0.42563586025617545
155,1976,Louisiana,3,republican,-0.016872896555893673,0.016872896555893673
156,1976,Louisiana,4,democrat,-0.500013087977384,0.500013087977384
157,1976,Louisiana,5,democrat,0.22449927795567276,-0.22449927795567276
158,1976,Louisiana,6,republican,-0.09780576762183643,0.09780576762183643
159,1976,Louisiana,7,democrat,-0.0834862385321101,0.0834862385321101
160,1976,Louisiana,8,democrat,-0.4421598957548466,0.4421598957548466
161,1976,Maine,1,republican,-0.17623251376031038,0.17623251376031038
162,1976,Maine,2,republican,0.0372801723548944,-0.0372801723548944
163,1976,Maryland,1,republican,-0.20932654550946436,0.20932654550946436
164,1976,Maryland,2,democrat,-0.014741241855702664,0.014741241855702664
165,1976,Maryland,3,democrat,0.004051623786255498,-0.004051623786255498
166,1976,Maryland,4,republican,-0.17332725300430876,0.17332725300430876
167,1976,Maryland,5,democrat,0.17297598837597206,-0.17297598837597206
168,1976,Maryland,6,democrat,0.04162756139527608,-0.04162756139527608
169,1976,Maryland,7,democrat,-0.44394482923096795,0.44394482923096795
170,1976,Maryland,8,republican,-0.2269999831686668,0.2269999831686668
171,1976,Massachusetts,1,republican,-0.11225042849863344,0.11225042849863344
172,1976,Massachusetts,2,democrat,8.478910392721596e-05,-8.478910392721596e-05
173,1976,Massachusetts,3,democrat,-0.4997211807697784,0.4997211807697784
174,1976,Massachusetts,4,democrat,0.22925274620535183,-0.22925274620535183
175,1976,Massachusetts,5,democrat,0.07689031704027294,-0.07689031704027294
176,1976,Massachusetts,6,democrat,0.1825828513207071,-0.1825828513207071
177,1976,Massachusetts,7,democrat,-0.046628701810643755,0.046628701810643755
178,1976,Massachusetts,8,democrat,-0.0287112105116019,0.0287112105116019
179,1976,Massachusetts,9,democrat,0.01784315563261945,-0.01784315563261945
180,1976,Massachusetts,10,republican,0.49951327458670786,-0.49951327458670786
181,1976,Massachusetts,11,democrat,-0.18980136609876738,0.18980136609876738
182,1976,Massachusetts,12,democrat,-0.49961798439578614,0.49961798439578614
183,1976,Michigan,1,democrat,-0.1791744153695216,0.1791744153695216
184,1976,Michigan,2,republican,-0.24910033483190605,0.24910033483190605
185,1976,Michigan,3,republican,-0.23987805748427288,0.23987805748427288
186,1976,Michigan,4,republican,-0.14365851215943296,0.14365851215943296
187,1976,Michigan,5,republican,-0.21442478996096145,0.21442478996096145
188,1976,Michigan,6,democrat,0.21876089567272305,-0.21876089567272305
189,1976,Michigan,7,democrat,0.04175817368877476,-0.04175817368877476
190,1976,Michigan,8,democrat,0.15675500450083588,-0.15675500450083588
191,1976,Michigan,9,republican,-0.04715881183208473,0.04715881183208473
192,1976,Michigan,10,republican,-0.18161468047044493,0.18161468047044493
193,1976,Michigan,11,republican,-0.20037883149482993,0.20037883149482993
194,1976,Michigan,12,democrat,0.2237652529206544,-0.2237652529206544
195,1976,Michigan,13,democrat,-0.14699211203261925,0.14699211203261925
196,1976,Michigan,14,democrat,0.08141476872069575,-0.08141476872069575
197,1976,Michigan,15,democrat,0.00358877325764743,-0.00358877325764743
198,1976,Michigan,16,democrat,-0.01600621164496333,0.01600621164496333
199,1976,Michigan,17,democrat,0.10114169035102208,-0.10114169035102208
200,1976,Michigan,18,democrat,0.08318832406885254,-0.08318832406885254
201,1976,Michigan,19,republican,-0.07933289483670217,0.07933289483670217
202,1976,Minnesota,1,republican,-0.061134170071578654,0.061134170071578654
203,1976,Minnesota,2,republican,-0.14659696513567388,0.14659696513567388
204,1976,Minnesota,3,republican,-0.07930377585281581,0.07930377585281581
205,1976,Minnesota,4,democrat,0.0667588073719211,-0.0667588073719211
206,1976,Minnesota,5,democrat,0.026452483690873024,-0.026452483690873024
207,1976,Minnesota,6,democrat,0.15209681080467596,-0.15209681080467596
208,1976,Minnesota,7,democrat,0.02289789634436549,-0.02289789634436549
209,1976,Minnesota,8,democrat,-0.5000048366424028,0.5000048366424028
210,1976,Mississippi,1,democrat,-0.5000106738394868,0.5000106738394868
211,1976,Mississippi,2,democrat,0.11367717519908033,-0.11367717519908033
212,1976,Mississippi,3,democrat,-0.1894471977818047,0.1894471977818047
213,1976,Mississippi,4,republican,0.02218383198863081,-0.02218383198863081
214,1976,Mississippi,5,republican,-0.0678766685369068,0.0678766685369068
215,1976,Missouri,1,democrat,0.09443701946179721,-0.09443701946179721
216,1976,Missouri,2,democrat,0.2391060953663127,-0.2391060953663127
217,1976,Missouri,3,democrat,0.11309286678618065,-0.11309286678618065
218,1976,Missouri,4,democrat,0.19133985353632685,-0.19133985353632685
219,1976,Missouri,5,democrat,0.05042076303758547,-0.05042076303758547
220,1976,Missouri,6,republican,-0.1599612408727336,0.1599612408727336
221,1976,Missouri,7,republican,-0.1297957346499369,0.1297957346499369
222,1976,Missouri,8,democrat,0.06640197918096895,-0.06640197918096895
223,1976,Missouri,9,democrat,0.19071329964999698,-0.19071329964999698
224,1976,Missouri,10,democrat,0.029276295984105003,-0.029276295984105003
225,1976,Montana,1,democrat,0.0855296094979259,-0.0855296094979259
226,1976,Montana,2,republican,-0.2004378889897532,0.2004378889897532
227,1976,Nebraska,1,republican,-0.01816066470928955,0.01816066470928955
228,1976,Nebraska,2,democrat,0.203934026440765,-0.203934026440765
229,1976,Nebraska,3,republican,-0.008883273281261336,0.008883273281261336
230,1976,Nevada,0,democrat,-0.07490505996607676,0.07490505996607676
231,1976,New Hampshire,1,democrat,0.0613016771779932,-0.0613016771779932
232,1976,New Hampshire,2,republican,-0.14466296347396268,0.14466296347396268
233,1976,New Jersey,1,democrat,0.044092294430933106,-0.044092294430933106
234,1976,New Jersey,2,democrat,0.13278950485047983,-0.13278950485047983
235,1976,New Jersey,3,democrat,0.12488705131899638,-0.12488705131899638
236,1976,New Jersey,4,democrat,0.0788357094365241,-0.0788357094365241
237,1976,New Jersey,5,republican,-0.07240691682920439,0.07240691682920439
238,1976,New Jersey,6,republican,-0.15464946991190084,0.15464946991190084
239,1976,New Jersey,7,democrat,0.18454609429978888,-0.18454609429978888
240,1976,New Jersey,8,democrat,0.042254662896573196,-0.042254662896573196
241,1976,New Jersey,9,republican,-0.20618352903965523,0.20618352903965523
242,1976,New Jersey,10,democrat,-0.08302271130882698,0.08302271130882698
243,1976,New Jersey,11,democrat,0.06753909689321203,-0.06753909689321203
244,1976,New Jersey,12,republican,-0.01563417733685031,0.01563417733685031
245,1976,New Jersey,13,democrat,0.2374623895604422,-0.2374623895604422
246,1976,New Jersey,14,democrat,0.22664341000763108,-0.22664341000763108
247,1976,New Jersey,15,democrat,0.10630240886140706,-0.10630240886140706
248,1976,New Mexico,1,republican,-0.026568859567449657,0.026568859567449657
249,1976,New Mexico,2,democrat,0.046711896820608556,-0.046711896820608556
250,1976,New York,1,democrat,0.08585661403204349,-0.08585661403204349
251,1976,New York,2,democrat,0.1481845130142212,-0.1481845130142212
252,1976,New York,3,democrat,0.18785239116176786,-0.18785239116176786
253,1976,New York,4,republican,-0.21843376537265366,0.21843376537265366
254,1976,New York,5,republican,-0.21101576924241047,0.21101576924241047
255,1976,New York,6,democrat,0.12961329398121432,-0.12961329398121432
256,1976,New York,7,democrat,-0.02436867684545703,0.02436867684545703
257,1976,New York,8,democrat,-0.022742109806254126,0.022742109806254126
258,1976,New York,9,democrat,0.2086831025652155,-0.2086831025652155
259,1976,New York,10,democrat,0.11281281799210086,-0.11281281799210086
260,1976,New York,11,democrat,-0.03642820947421762,0.03642820947421762
261,1976,New York,12,democrat,-0.1122864281108962,0.1122864281108962
262,1976,New York,13,democrat,-0.07154525653436593,0.07154525653436593
263,1976,New York,14,democrat,-0.08867451327163788,0.08867451327163788
264,1976,New York,15,democrat,0.13258880049686264,-0.13258880049686264
265,1976,New York,16,democrat,-0.06696467932779629,0.06696467932779629
266,1976,New York,17,democrat,0.02414928447927013,-0.02414928447927013
267,1976,New York,18,democrat,0.01882252948026395,-0.01882252948026395
268,1976,New York,19,democrat,-0.12162498280077476,0.12162498280077476
269,1976,New York,20,democrat,-0.059475970676079286,0.059475970676079286
270,1976,New York,21,democrat,-0.16492968507509012,0.16492968507509012
271,1976,New York,22,democrat,-0.10299084359051336,0.10299084359051336
272,1976,New York,23,republican,-0.23985469641930462,0.23985469641930462
273,1976,New York,24,democrat,0.16780593622276135,-0.16780593622276135
274,1976,New York,25,republican,-0.08618076465676476,0.08618076465676476
275,1976,New York,26,republican,-0.08819253075045792,0.08819253075045792
276,1976,New York,27,democrat,0.08500110135624155,-0.08500110135624155
277,1976,New York,28,democrat,-0.051668045472713586,0.051668045472713586
278,1976,New York,29,republican,-0.24739522551371942,0.24739522551371942
279,1976,New York,30,republican,-0.21051948809142057,0.21051948809142057
280,1976,New York,31,republican,-0.10572296476306196,0.10572296476306196
281,1976,New York,32,democrat,0.17893215944690505,-0.17893215944690505
282,1976,New York,33,republican,-0.041225958250116275,0.041225958250116275
283,1976,New York,34,republican,-0.07226477137921705,0.07226477137921705
284,1976,New York,35,republican,-0.09154271878242823,0.09154271878242823
285,1976,New York,36,democrat,0.08244929628488161,-0.08244929628488161
286,1976,New York,37,democrat,-0.03114278122093614,0.03114278122093614
287,1976,New York,38,republican,0.003708568975845365,-0.003708568975845365
288,1976,New York,39,democrat,0.1203456102110065,-0.1203456102110065
289,1976,North Carolina,1,democrat,-0.016694111853242637,0.016694111853242637
290,1976,North Carolina,2,democrat,-0.5000088208312752,0.5000088208312752
291,1976,North Carolina,3,democrat,0.0625033398051335,-0.0625033398051335
292,1976,North Carolina,4,democrat,0.14397496087636932,-0.14397496087636932
293,1976,North Carolina,5,democrat,0.2070140093542083,-0.2070140093542083
294,1976,North Carolina,6,democrat,-0.46327832966951427,0.46327832966951427
295,1976,North Carolina,7,democrat,-0.06302270520703811,0.06302270520703811
296,1976,North Carolina,8,democrat,0.08385402532416386,-0.08385402532416386
297,1976,North Carolina,9,republican,-0.21277017712695398,0.21277017712695398
298,1976,North Carolina,10,republican,-0.15215894943497416,0.15215894943497416
299,1976,North Carolina,11,democrat,0.23615547300778178,-0.23615547300778178
300,1976,North Dakota,0,republican,-0.1176077424874345,0.1176077424874345
301,1976,Ohio,1,republican,-0.0942772363670686,0.0942772363670686
302,1976,Ohio,2,democrat,0.23625005097968388,-0.23625005097968388
303,1976,Ohio,3,republican,-0.01956333319575715,0.01956333319575715
304,1976,Ohio,4,republican,-0.049401007186757405,0.049401007186757405
305,1976,Ohio,5,republican,-0.07558823847009405,0.07558823847009405
306,1976,Ohio,6,republican,-0.1351496861558252,0.1351496861558252
307,1976,Ohio,7,republican,-0.10148155756120733,0.10148155756120733
308,1976,Ohio,8,republican,-0.0505912355832099,0.0505912355832099
309,1976,Ohio,9,democrat,0.19903226190547066,-0.19903226190547066
310,1976,Ohio,10,republican,-0.06235938649245014,0.06235938649245014
311,1976,Ohio,11,republican,-0.032576784101174344,0.032576784101174344
312,1976,Ohio,12,republican,-0.24600694444444443,0.24600694444444443
313,1976,Ohio,13,democrat,0.07211347543727815,-0.07211347543727815
314,1976,Ohio,14,democrat,0.0010902136575145565,-0.0010902136575145565
315,1976,Ohio,15,republican,-0.0949850929969947,0.0949850929969947
316,1976,Ohio,16,republican,-0.075654399136084,0.075654399136084
317,1976,Ohio,17,republican,-0.18203206379233966,0.18203206379233966
318,1976,Ohio,18,democrat,0.05851996943508723,-0.05851996943508723
319,1976,Ohio,19,democrat,0.23825703882820534,-0.23825703882820534
320,1976,Ohio,20,democrat,-0.3098806322555257,0.3098806322555257
321,1976,Ohio,21,democrat,-0.1124596354879317,0.1124596354879317
322,1976,Ohio,22,democrat,0.007221753818122146,-0.007221753818122146
323,1976,Ohio,23,democrat,0.017986881937436933,-0.017986881937436933
324,1976,Oklahoma,1,democrat,0.2057002630397126,-0.2057002630397126
325,1976,Oklahoma,2,democrat,0.2103094712321403,-0.2103094712321403
326,1976,Oklahoma,3,democrat,-0.0738425486955815,0.0738425486955815
327,1976,Oklahoma,4,democrat,-0.014732197454894212,0.014732197454894212
328,1976,Oklahoma,5,republican,-0.23763976572602113,0.23763976572602113
329,1976,Oklahoma,6,democrat,0.03923344929723806,-0.03923344929723806
330,1976,Oregon,1,democrat,0.1634375,-0.1634375
331,1976,Oregon,2,democrat,0.030107658632419702,-0.030107658632419702
332,1976,Oregon,3,democrat,-0.33876397196288077,0.33876397196288077
333,1976,Oregon,4,democrat,0.1753977913188375,-0.1753977913188375
334,1976,Pennsylvania,1,democrat,0.008496906504192707,-0.008496906504192707
335,1976,Pennsylvania,2,democrat,0.009156853162302754,-0.009156853162302754
336,1976,Pennsylvania,3,democrat,0.015843581717574804,-0.015843581717574804
337,1976,Pennsylvania,4,democrat,0.07480311291299688,-0.07480311291299688
338,1976,Pennsylvania,5,republican,-0.15450838636488026,0.15450838636488026
339,1976,Pennsylvania,6,democrat,0.008223847777323507,-0.008223847777323507
340,1976,Pennsylvania,7,democrat,0.20886108791159916,-0.20886108791159916
341,1976,Pennsylvania,8,democrat,0.246537867241843,-0.246537867241843
342,1976,Pennsylvania,9,democrat,-0.5000064784042395,0.5000064784042395
343,1976,Pennsylvania,10,republican,-0.12435483629205119,0.12435483629205119
344,1976,Pennsylvania,11,democrat,0.04173921086421903,-0.04173921086421903
345,1976,Pennsylvania,12,democrat,0.07315338162249369,-0.07315338162249369
346,1976,Pennsylvania,13,republican,-0.1159381973416125,0.1159381973416125
347,1976,Pennsylvania,14,democrat,0.027113452431660443,-0.027113452431660443
348,1976,Pennsylvania,15,democrat,0.09651866498891486,-0.09651866498891486
349,1976,Pennsylvania,16,republican,-0.12315202454379853,0.12315202454379853
350,1976,Pennsylvania,17,democrat,0.23884695992087787,-0.23884695992087787
351,1976,Pennsylvania,18,democrat,0.15543993395373626,-0.15543993395373626
352,1976,Pennsylvania,19,republican,-0.04402846675465344,0.04402846675465344
353,1976,Pennsylvania,20,democrat,-0.0013954069589847547,0.0013954069589847547
354,1976,Pennsylvania,21,democrat,0.1559506479035244,-0.1559506479035244
355,1976,Pennsylvania,22,democrat,0.1929727048843891,-0.1929727048843891
356,1976,Pennsylvania,23,democrat,0.18455464941992894,-0.18455464941992894
357,1976,Pennsylvania,24,republican,-0.19216714331108992,0.19216714331108992
358,1976,Pennsylvania,25,republican,-0.1821164563343544,0.1821164563343544
359,1976,Rhode Island,1,democrat,0.12006823456433621,-0.12006823456433621
360,1976,Rhode Island,2,democrat,-0.019959190142240183,0.019959190142240183
361,1976,South Carolina,1,democrat,0.0611384412618867,-0.0611384412618867
362,1976,South Carolina,2,republican,-0.17129038932376978,0.17129038932376978
363,1976,South Carolina,3,democrat,-0.4990327096856306,0.4990327096856306
364,1976,South Carolina,4,democrat,0.014601450727367451,-0.014601450727367451
365,1976,South Carolina,5,democrat,0.23451871449692632,-0.23451871449692632
366,1976,South Carolina,6,democrat,0.19291652057036,-0.19291652057036
367,1976,South Dakota,1,republican,0.052013753100353013,-0.052013753100353013
368,1976,South Dakota,2,republican,-0.051380384235002,0.051380384235002
369,1976,Tennessee,1,republican,-0.16621427809451564,0.16621427809451564
370,1976,Tennessee,2,republican,-0.12197052065535839,0.12197052065535839
371,1976,Tennessee,3,democrat,0.0681691897869466,-0.0681691897869466
372,1976,Tennessee,4,democrat,-0.44027199465462874,0.44027199465462874
373,1976,Tennessee,5,democrat,-0.4242018053484734,0.4242018053484734
374,1976,Tennessee,6,republican,-0.10542660234321158,0.10542660234321158
375,1976,Tennessee,7,democrat,-0.49986754841578446,0.49986754841578446
376,1976,Tennessee,8,democrat,0.1389300649577594,-0.1389300649577594
377,1976,Texas,1,democrat,-0.08716407573677637,0.08716407573677637
378,1976,Texas,2,democrat,-0.4503839548054676,0.4503839548054676
379,1976,Texas,3,republican,-0.009577033269522455,0.009577033269522455
380,1976,Texas,4,democrat,0.1227824560359449,-0.1227824560359449
381,1976,Texas,5,democrat,0.20302461675465938,-0.20302461675465938
382,1976,Texas,6,democrat,0.08739904948652331,-0.08739904948652331
383,1976,Texas,7,republican,0.5000051779399048,-0.5000051779399048
384,1976,Texas,8,democrat,0.14279118731271961,-0.14279118731271961
385,1976,Texas,9,democrat,-0.5000088538669264,0.5000088538669264
386,1976,Texas,10,democrat,-0.01821408935529367,0.01821408935529367
387,1976,Texas,11,democrat,0.17595707566271065,-0.17595707566271065
388,1976,Texas,12,democrat,-0.010220916288665937,0.010220916288665937
389,1976,Texas,13,democrat,0.1554277609175584,-0.1554277609175584
390,1976,Texas,14,democrat,0.1358029755146774,-0.1358029755146774
391,1976,Texas,15,democrat,0.0063257956509476946,-0.0063257956509476946
392,1976,Texas,16,democrat,0.17209849246231157,-0.17209849246231157
393,1976,Texas,17,democrat,-0.5000078361922374,0.5000078361922374
394,1976,Texas,18,democrat,-0.10755305981287998,0.10755305981287998
395,1976,Texas,19,democrat,0.20364172555454044,-0.20364172555454044
396,1976,Texas,20,democrat,-0.5000110897940625,0.5000110897940625
397,1976,Texas,21,democrat,0.02844745601521636,-0.02844745601521636
398,1976,Texas,22,democrat,0.24930239312870198,-0.24930239312870198
399,1976,Texas,23,democrat,-0.5000103647350256,0.5000103647350256
400,1976,Texas,24,democrat,0.11336019981305834,-0.11336019981305834
401,1976,Utah,1,democrat,0.15825362294463072,-0.15825362294463072
402,1976,Utah,2,republican,-0.18859753890698516,0.18859753890698516
403,1976,Vermont,0,republican,-0.07612848584555938,0.07612848584555938
404,1976,Virginia,1,republican,-0.2444842746026378,0.2444842746026378
405,1976,Virginia,2,republican,-0.0931156751925989,0.0931156751925989
